RR_FLR_SMBR_W2,RR_SMBR_RR_W1,RR_SMBR_RR_T1,R_SUPT_T2,FR_SMBR_T1,RR_SMBR_FR_T2,R_SUPT_W2,FR_SMBR_T2,RR_FLR_SMBR_W1,ROOF_XMBR_NO2_T1,SSILL_T1,RR_SMBR_RR_W2,FR_SMBR_W2,FR_SMBR_W1,RR_FLR_SMBR_T1,BPOST_04_W1,RR_SMBR_FR_W2,FREQ
81.765639,96.555885,3.4219187,1.4745782,3.6247014,4.9165878,91.786789,1.3333101,124.12808,1.0966686,1.4705505,71.436277,129.31732,44.463036,1.6016931,118.62593,66.836765,56.4234
66.160118,92.508813,3.0798806,2.3914203,3.0543464,3.9961839,70.840861,1.6724048,78.500411,1.0622714,2.451198,61.365558,130.21435,51.405355,1.2714628,181.51332,62.607087,55.30928
77.580101,79.375428,3.4990527,1.4910613,3.9564552,4.6744382,77.497904,1.8141762,113.90721,0.9830226,1.4362044,45.53545,130.74202,56.154935,1.0678805,170.98815,88.464385,55.75923
73.308373,96.643455,2.9327019,1.678146,2.85607,6.4906905,79.194122,1.3619045,79.589778,1.0025761,1.682406,47.743787,106.7372,43.689688,1.7270196,124.00947,76.192163,55.71673
60.079118,101.95065,3.410875,1.7995978,4.1603018,5.863475,77.753209,1.4103224,121.90858,1.0170882,2.2954485,68.915841,105.01223,44.889167,1.2235859,164.84135,95.287822,55.38841
67.62407,104.09318,4.0032261,1.6942238,2.5943452,6.2338392,51.676426,1.3120442,104.35574,0.8949782,2.3548006,57.987049,124.70736,43.585006,1.4883546,183.5604,56.828464,55.74849
52.018549,100.04611,3.661188,1.4710659,4.1239901,5.3134353,74.530498,1.6511389,123.52808,0.860581,2.1954481,47.916331,125.60439,50.527325,1.1581244,146.84778,52.598786,55.26565
49.872877,95.24406,3.3475491,2.0156763,3.1085277,4.3646588,67.347373,1.8287619,121.58718,1.22067,1.3847378,44.355322,108.18197,55.300674,1.808622,193.65901,81.288788,55.62494
60.475815,99.95854,2.2904048,2.4074981,2.7926216,3.7393326,87.123165,1.6225444,103.26637,0.9546736,1.9835926,71.60882,148.18451,51.300674,1.0327978,141.46424,87.643388,55.57471
71.913023,66.733966,2.7989189,1.4942591,2.4753794,5.2825432,82.968383,1.125744,92.049361,1.435161,2.3495254,56.533987,139.42107,53.355605,1.7616887,129.13809,56.09951,55.43563
68.762292,79.101516,2.2512699,1.7574479,2.6616874,5.3013272,82.417261,1.0504497,97.641731,1.2352486,1.8263691,49.311989,123.34007,44.201926,1.4023693,158.25358,52.686921,56.03026
74.893167,68.996813,3.086294,1.6125563,3.2586205,4.6718233,87.184772,1.8296615,105.71092,1.524704,2.2981547,45.523704,117.99695,45.637973,1.0153648,125.74662,69.506086,55.42018
62.95964,105.25979,3.9002767,1.6698336,3.7250698,6.2518968,72.094561,1.8720431,79.326624,0.9240947,1.7894351,55.01341,130.248,52.040519,1.3980704,171.75521,89.787559,54.6705
50.468257,104.13004,3.2404549,1.3540823,3.0702085,3.9190233,57.9086,1.1572448,88.781262,0.894247,2.3759014,63.7993,137.85252,76.502609,1.2350183,202.04962,59.744281,55.35274
60.596455,75.127679,3.1125736,2.2111366,3.8860585,6.4708432,93.314411,1.2785386,98.915316,1.2209466,2.1848977,45.010205,155.03182,70.068524,1.7047926,137.60317,95.540878,54.26116
66.56797,73.46399,3.8836143,2.2930814,3.3750878,3.7557473,68.68387,1.8587484,109.61333,1.3146439,2.3166145,60.06557,130.52648,43.878477,1.2923722,214.34369,63.29791,55.19404
69.053721,75.040109,3.6017903,2.0075689,2.5546899,4.8967405,62.107078,1.2499441,78.653615,1.3150391,1.9730422,68.702695,105.61193,70.841873,1.579466,132.21963,86.18548,55.6519
58.621062,103.03715,3.677862,1.8381896,2.8912104,5.391334,93.754813,1.1876471,82.66142,0.8636682,1.8434685,44.79744,86.602187,61.8823,1.6586298,151.23327,77.016818,55.36434
78.2607,58.501544,2.3305051,1.4406664,3.3477954,4.0987141,72.494035,1.5919451,139.09615,1.5538205,1.6282102,55.989779,127.52052,65.704543,1.4372387,163.03501,76.245173,55.91184
51.523052,83.302468,3.7192702,1.8490948,3.0183162,5.2538865,69.442108,1.359847,119.92702,0.8819636,2.0606312,59.117648,119.09285,70.714814,1.75458,132.6094,89.39375,55.0248
67.009921,77.832574,2.896771,1.8762883,2.8124911,3.9918347,86.400501,1.0734244,108.07321,1.1848706,1.5242624,66.736615,135.58647,53.772197,1.3593886,134.08027,71.907276,55.94085
59.046164,79.211612,2.6918405,2.094153,2.8322768,5.0764313,76.692513,1.6846445,128.9685,1.2546126,2.365351,60.893175,95.279941,60.043807,1.7816865,192.80501,58.286372,56.0336
44.749653,70.942329,2.9861979,2.3807018,3.2288296,6.2074181,59.985992,1.405645,126.78977,1.3740033,1.622935,54.536717,142.23424,75.475143,1.7105728,208.2127,75.516219,54.86867
66.194419,83.346253,2.5446618,1.3808786,2.6340005,4.5109379,85.045774,1.3741442,130.05787,1.1949173,1.596559,47.271403,143.80279,52.32814,1.3972433,135.30117,71.871449,55.91662
78.006484,91.696181,2.1729249,1.4259723,4.4289953,6.4421866,79.788136,1.5126415,126.79297,1.3877492,1.8960035,47.593867,134.70359,51.427732,1.6976838,141.07448,84.435117,55.84642
52.189338,71.015563,2.3295396,1.9175484,2.9235557,5.237338,91.82907,1.2946392,108.89102,1.3940985,2.1408161,60.305652,101.02895,58.399422,1.5032263,124.67491,78.199854,55.24963
49.038606,83.383114,3.6418907,2.1807372,3.1098637,5.256122,91.277948,1.2193448,114.48339,1.1941861,1.6176598,53.083654,84.947948,49.245742,1.1439069,153.79039,74.787265,55.11787
53.123965,98.81821,3.793782,2.1215319,4.4176753,4.3773946,58.153027,1.5718731,133.97803,1.2362861,1.8190196,54.171272,146.8809,75.254787,1.5378548,140.63016,90.853448,54.84367
56.186862,87.517755,3.494712,1.4674628,2.9115874,4.6906286,55.831209,1.8088446,115.57275,1.1344908,1.9888678,39.461883,133.4708,77.530074,1.5994637,195.88655,88.372342,55.18031
66.10808,99.014553,3.0472742,1.7066984,3.2202176,5.3541813,93.059441,1.4198896,121.16638,1.0612901,1.6806148,59.775864,150.54393,70.483074,1.691029,192.55009,73.238321,55.92398
50.502559,94.967482,2.7052361,1.4835406,2.6498626,4.4337773,72.113513,1.7589843,140.33872,1.0268929,1.5212623,49.705145,151.44096,77.425393,1.3607987,155.83747,69.008643,55.86885
77.23018,72.819856,2.3152842,1.6363886,4.440978,6.0335941,76.29375,1.1079741,123.75989,0.8582439,2.3664443,53.558073,103.16796,47.630027,1.2782525,198.76869,85.147867,55.82633
46.808986,91.412679,3.8024491,2.1619112,2.7305092,4.9394379,75.182784,1.2737673,119.83918,0.8802872,1.3777011,70.602185,94.397798,52.856729,1.353861,119.0504,92.59309,54.93407
81.154303,90.83284,2.8524148,2.196815,2.8481389,4.9992707,63.760252,1.1694845,139.24935,1.0865883,2.2900543,63.326916,102.91811,49.141061,1.7452419,213.34132,55.423566,56.65027
54.791512,107.40827,3.3609289,2.423576,2.5308968,6.5424813,59.60547,1.5726841,128.03234,0.8470757,1.5159871,48.252083,94.154676,51.195992,1.6341328,201.01517,68.279689,55.67436
76.985991,103.3612,3.0188908,2.2004181,4.0605417,5.6220774,82.459542,1.9117788,82.404674,1.5326785,1.3566347,71.781364,95.051706,58.138311,1.3039026,164.30255,64.05001,55.78596
52.966111,105.22829,3.6484055,1.7828307,3.6969281,6.2207757,68.975578,1.426759,111.40707,0.9366187,1.9852579,46.33232,137.88204,53.644824,1.2685526,187.67093,57.666214,55.25125
62.971594,59.807544,2.5492503,1.7810884,3.8976213,4.1788422,52.269055,1.2716314,107.07153,1.0560094,2.0325907,46.73334,98.10584,46.456653,1.085914,203.07862,55.928888,55.72904
71.146746,95.004343,3.802465,2.2833991,3.1257259,5.1789615,78.345687,1.6041849,124.76424,1.0261617,1.5423631,55.517396,92.586119,74.342996,1.1074624,174.3267,71.924459,55.64853
72.874889,73.631958,2.379746,1.7672831,3.2641131,4.187315,87.881705,1.4231483,91.983915,1.1080039,2.3801839,60.9646,91.312014,63.686782,1.648884,197.51659,61.99875,55.90799
52.779002,94.784152,2.9213238,1.6099888,2.784547,5.6287534,89.795182,1.2357952,126.9107,0.9874337,1.6043993,65.955025,148.70638,42.659232,1.1888281,204.82383,60.725557,55.58965
51.93221,65.91441,2.3038004,1.7968857,2.6102073,6.1566787,82.544165,1.6968842,114.63659,1.4469538,2.2795039,60.420791,132.34554,68.68226,1.4519101,204.09671,53.965658,55.28471
58.442615,69.388329,3.8532295,1.4807889,2.8877295,5.3255371,69.859727,1.638237,131.09482,0.9955829,1.5850735,42.703872,150.15896,42.934375,1.6446843,150.28743,81.457476,55.49889
61.139188,99.175845,2.8925151,2.3699833,3.4033128,5.3586522,92.931122,1.1388852,110.27913,0.9657352,1.9346719,47.707875,154.25413,63.54493,1.3096828,135.31208,88.425352,54.92899
48.242361,87.762433,2.7314881,1.8498087,2.9332618,4.4107126,83.015859,1.5258981,126.09466,1.4973328,1.5105806,54.25704,88.697902,75.967205,1.2378635,142.31404,79.499482,55.4416
75.628093,69.747922,3.4022822,1.5283157,4.4212315,3.7885748,65.721625,1.695946,128.5623,1.2870347,2.4130228,59.753569,144.10966,77.495986,1.0305383,127.57505,75.393691,55.27885
79.724652,70.085912,3.2538505,1.8834699,2.8877942,6.3363694,53.3296,1.2315846,100.15148,1.3865273,1.5318127,52.61127,122.01354,57.884194,1.6541306,165.08209,70.466551,56.18231
65.428142,61.81663,3.5482079,2.1700186,3.284347,4.4073562,80.423079,1.8525851,97.972746,1.505918,1.9293967,46.254812,96.967838,73.31553,1.5830169,180.48978,87.696398,55.06437
49.072908,74.220553,3.1066718,2.3101955,2.6895179,5.770876,61.682861,1.8210843,101.24085,1.326832,1.9030207,72.589499,98.536394,50.168527,1.2696874,207.17824,84.051628,55.33582
56.058223,75.577087,3.1248909,2.0547406,2.7140912,4.5427198,69.103039,1.1494086,126.04808,1.3875051,1.3899658,65.317101,129.21442,49.827533,1.1242227,214.29236,71.6886,55.99444
46.213605,82.526697,3.9095433,1.6835052,2.7688284,5.3850734,84.621557,1.9452844,87.845099,1.2067101,1.5265375,51.158208,136.72725,67.654794,1.0874646,210.25978,69.737597,54.67274
69.717095,74.257414,2.3439007,1.970054,3.1653811,6.5160602,67.915035,1.6662849,85.666366,1.3261008,1.9241215,44.80175,111.68155,47.086129,1.016351,126.06747,86.967444,55.17908
46.913596,64.618024,3.2709831,2.3776323,3.9814267,3.88192,51.2013,1.4788056,117.73465,1.0030941,2.1425496,50.717665,87.704698,42.39253,1.5658868,197.30887,85.503919,55.26976
76.86535,78.392056,2.196722,2.3967796,2.9671048,5.9505668,76.268296,1.3557847,86.755732,1.2664055,2.2953295,64.779979,88.204401,75.370461,1.4719078,168.16363,56.15252,55.60078
66.764986,65.098316,3.4627633,1.465475,3.3649457,4.7567478,64.905694,1.9025727,85.276488,1.2555891,1.396896,72.278348,131.05239,76.356775,1.0901313,121.75659,86.012747,55.18525
44.526826,106.47862,2.4252398,2.3894974,2.4951353,4.5815128,64.906,1.5096294,119.2928,1.5595045,2.0469838,40.557701,115.13927,50.680765,1.7850371,141.82235,60.546386,55.3181
55.575526,81.794711,2.9252081,2.1896996,4.2350249,4.7733116,71.604672,1.645019,130.69403,1.1244104,1.6683716,64.952522,107.0716,46.208099,1.7430126,191.00194,76.959143,55.7911
65.896374,91.361242,3.9446663,1.7248844,2.6415617,5.8340368,54.337573,1.4461618,105.84477,1.2483506,1.40505,57.766099,140.06465,67.215937,1.1236272,214.37032,84.603606,55.85792
64.032792,81.707141,3.4144248,1.9861318,2.9036563,6.2592089,84.197339,1.6164246,110.43233,1.218503,1.4565161,55.045012,129.65171,46.981448,1.617686,185.61839,67.603745,55.80059
57.924784,71.759345,3.5863951,2.2481559,2.8508653,6.3559762,67.613651,1.2639716,102.63623,1.324285,1.7377534,53.746271,102.35173,67.269494,1.8086282,139.18812,61.524041,55.11537
64.397622,76.134941,3.532987,2.3657408,4.3775296,6.3422362,84.222794,1.368614,82.636489,1.5303414,1.5276309,43.823106,144.61528,55.241013,1.4240306,116.62346,52.199091,54.7299
80.813128,95.277677,2.8699394,2.1019184,3.4395519,4.5807863,85.875257,1.2449227,88.671312,1.0685334,2.0047746,44.80606,136.76091,68.289958,1.2140723,200.50167,52.518069,55.79539
52.460396,104.97699,3.4897183,2.1494696,4.0282864,6.3008985,62.396942,1.5916754,88.147909,1.2501127,1.8569936,52.8796,99.55038,44.518839,1.1837376,167.31173,69.106036,55.13684
54.025234,85.878643,2.504475,2.072716,3.1812432,6.4388996,54.982774,1.1511249,95.947217,1.1580764,1.8488249,47.235491,119.31972,72.183383,1.8199065,146.60378,84.104638,55.394
65.087586,60.879567,3.8932401,1.3411443,2.851764,4.5340721,51.930847,1.8190268,76.778085,1.2062195,2.2812459,50.363361,110.89205,77.193653,1.2972477,215.77817,52.853214,55.31348
47.467379,81.625232,3.77053,1.5368341,3.8231559,6.1995457,71.456848,1.2023105,119.54067,1.2162493,1.4710579,45.91143,87.546613,76.968465,1.3411284,183.87749,84.882699,54.82919
72.610698,106.58871,2.8658104,1.5862025,2.6657247,4.3566168,59.181252,1.2438243,85.819569,0.8588685,1.4459657,52.138887,87.079137,66.522646,1.3243542,176.37378,66.145837,56.51233
57.639037,75.360365,2.4374608,1.9459373,2.5079683,5.3695741,87.291579,1.2910754,110.59556,1.1274976,2.0555297,50.208958,120.7263,65.243151,1.3588827,136.34108,93.812992,55.43019
81.817677,90.050145,3.4545251,2.1593001,3.4588302,6.6185904,69.568209,1.5858253,81.462104,1.0976499,2.2411337,39.425971,108.98773,61.385317,1.1821269,207.18916,56.205531,55.62457
53.771018,69.27328,2.3468948,2.0580218,4.2624432,5.7223721,62.276875,1.0718213,83.64404,0.9920051,2.1166183,72.439579,126.50279,57.906571,1.2403516,124.64325,92.294582,54.75612
76.340354,106.80071,2.9846057,1.6531966,3.7043251,5.1900063,84.028092,1.1462137,110.76849,1.3899523,1.8907776,44.166158,127.06406,61.893551,1.3216709,205.63009,87.772449,56.1093
62.603141,60.960213,3.8158606,1.6727867,2.9433116,4.5363076,73.766687,1.6785246,136.13446,1.518442,1.8382745,44.329366,148.74714,55.724581,1.5265746,137.35916,82.64673,55.02419
48.30663,102.49093,2.2502179,1.9593355,3.3398643,5.6672944,57.060166,1.3995251,133.95572,0.9178327,2.2358585,71.572908,123.70144,71.155917,1.455461,152.76685,55.476577,55.7513
69.751396,65.094854,3.6686819,2.0995123,2.7450352,3.9708142,82.119948,1.3680244,137.22382,1.4587467,2.2094825,64.307595,125.27,48.008914,1.1421315,179.45532,51.831806,55.46612
69.929353,88.043326,2.3192382,1.5752645,2.9865631,5.7413502,89.71706,1.270175,113.01077,0.9361281,2.0346492,67.109844,127.63715,75.215813,1.8023043,180.46821,91.030223,56.0233
66.892094,73.400997,2.6115534,1.472822,2.8243458,3.5850115,61.258644,1.4922245,123.82808,1.3386248,1.8329993,42.876304,91.460855,65.495181,1.7999087,182.53686,81.917776,56.19673
52.595583,65.131715,2.9059107,1.7593708,3.2208985,4.7159983,88.352122,1.213225,121.64934,1.4580155,2.2305833,70.119846,138.41515,44.926516,1.7287951,197.94455,54.747622,55.55467
60.590631,98.136098,3.3762555,1.9991995,3.1969619,3.6225797,60.1564,1.3416357,135.01282,0.9388001,1.9266867,62.032308,131.29885,47.187821,1.08127,141.16783,75.092598,55.55749
59.743839,69.266356,2.758732,2.1860964,3.0226221,4.1505049,52.905383,1.8027247,122.73871,1.3983202,1.4617913,56.498075,114.938,73.210848,1.3443519,140.4407,68.332699,55.63061
73.700381,70.159881,3.5583585,1.6568928,3.6482101,5.1164618,52.64994,1.5406043,106.79948,1.2514027,2.3758156,67.2055,149.00742,51.191465,1.3617837,173.83608,67.435835,55.70204
62.286927,69.393454,2.5224327,1.7109958,4.0442213,5.1800766,85.817779,1.6314162,87.227666,1.5313085,2.3822702,70.638645,114.98447,73.639686,1.6275248,140.25232,64.288032,55.34529
66.046137,100.02731,3.7425903,1.785705,4.2077255,4.4836571,64.046758,1.3246351,88.546093,1.5513794,1.5681241,57.388302,87.365301,49.021278,1.5531655,132.74082,74.247414,55.70179
45.522791,60.75944,3.735608,1.6174535,2.4944139,5.8019505,84.96967,1.4075521,104.38638,1.5215318,2.2591694,52.734477,90.986881,61.87231,1.7179553,213.54166,70.424143,54.86987
49.61935,61.097431,3.5871764,1.9726076,3.0609766,5.2897451,72.577645,1.8431906,75.975561,0.9010244,1.3779594,45.592178,140.89077,42.260518,1.5015475,151.44869,65.497003,54.4887
59.196076,99.164299,4.0230352,2.4355643,2.556783,5.237951,63.242087,1.9146044,99.829088,0.9021316,1.7935363,43.464892,97.031166,56.760831,1.4303466,174.58728,81.621919,55.30433
45.14924,70.641704,2.3966556,1.8452507,3.8533266,6.5571411,57.531574,1.8229479,124.83092,1.4018051,1.5391139,39.94031,104.2632,70.321972,0.9828263,134.49914,78.997682,54.60874
79.887731,61.42973,2.357738,2.3099091,3.1827085,4.77668,80.335058,1.5267566,76.735818,1.0138361,2.4262871,70.908456,124.31607,69.216057,1.4698599,129.02598,52.961736,55.262
73.315233,64.930943,2.8256582,1.7040376,2.7720008,5.9816413,55.755105,1.8422524,89.901269,1.4611052,1.5114782,44.924956,152.65489,51.074244,1.0801757,174.52704,86.925036,55.28228
50.511734,105.09155,3.7527406,2.1116159,3.5880464,6.4075011,82.84137,1.6547731,121.96956,1.1380986,1.7299062,50.840872,128.67804,46.380645,1.6297115,146.16845,85.461511,55.03566
52.067626,92.454019,2.8636387,1.7196218,3.7587651,5.8355881,91.155651,1.4755724,87.365042,1.4079172,2.025269,41.813639,126.17008,61.557739,1.24737,209.24826,59.513079,55.26842
52.460868,102.20825,2.5260705,1.4547046,3.8104662,3.8132742,55.522657,1.6144385,111.31599,0.9186688,1.5312952,70.844436,95.836076,71.290662,1.3702841,127.60845,60.532944,55.71652
77.604187,77.371727,3.481351,1.504073,2.653035,5.0303452,87.047061,1.6559523,77.594889,1.281288,1.506203,43.471894,95.368599,60.844844,1.3535098,120.10474,86.196082,55.4553
63.307676,69.102445,3.7757083,1.7906218,3.0495877,6.161332,70.340539,1.3769528,140.21616,1.4006787,1.903787,70.715436,142.32289,76.276179,1.2823962,135.51242,59.025929,55.343
81.549939,89.2223,2.7075296,2.1427456,3.0814687,6.6008778,84.650124,1.5422334,138.15343,1.2857146,2.1158569,44.585004,139.53957,45.579916,1.1348255,194.64109,89.608442,55.82184
58.764507,89.856297,2.9624354,1.9758922,4.2497535,6.3961005,90.142684,1.4839493,140.21936,1.4144246,2.1768556,63.772586,134.79225,52.228769,1.2695072,167.9742,67.944827,55.40457
45.40215,85.590301,2.9134392,1.813815,3.500977,6.1304399,78.778424,1.7515579,108.73744,1.2552587,2.0578643,45.733092,84.139576,43.10446,1.0459605,117.80273,62.526653,54.58578
47.156036,78.512057,3.8379738,1.7900392,3.1279812,4.3922832,72.217199,1.7066236,111.68323,0.9996755,1.6707759,60.909442,96.672206,72.890731,1.6884528,120.93882,82.986021,55.0165
64.141946,80.963391,3.4813668,1.6255609,3.0482517,5.2698688,90.209964,1.0863699,82.51995,1.4271626,1.670865,61.987104,93.55692,46.331111,1.1071112,175.38104,65.527451,55.53983
74.744884,85.677871,2.4242224,2.0173827,2.7323455,4.6445426,66.185757,1.7801524,128.99914,1.1611662,2.2697198,55.640602,133.55946,42.331111,1.1712871,123.18627,71.882051,56.1867
63.515678,69.205128,3.6370002,1.3325311,2.8233557,4.9641205,74.62303,1.140644,94.287806,1.1279153,2.2636214,60.499551,107.20238,60.511412,1.2250399,164.94507,81.915499,55.34548
71.885582,93.984014,3.2270939,1.3906925,2.8116561,4.25874,89.124452,1.9043525,115.6034,1.0410443,1.8932366,67.80931,99.750317,59.817378,0.9890644,126.26781,57.56802,56.01713
75.970941,59.619111,3.3789852,1.3314872,4.1194677,6.4400125,55.999531,1.3568807,135.09804,1.0831443,2.0945965,68.896929,89.683275,49.826423,1.3830123,212.70757,73.634203,55.78495
79.033838,98.118656,3.0799152,1.8174181,2.6133797,3.6932466,53.677713,1.5938522,116.69276,0.981349,2.2644446,54.187539,148.27317,52.10171,1.4446212,168.36397,71.153097,56.65505
64.737327,89.849373,3.3742726,2.1039669,3.0099325,4.8242333,80.771192,1.3148527,114.51403,1.1007397,1.5220286,47.831081,123.22747,67.533046,1.3735076,183.77166,88.382944,55.43105
55.296118,101.24483,2.5053998,1.8923285,3.9465849,4.6917077,65.085731,1.2307135,113.71937,1.5062411,1.4223209,60.926969,144.35553,68.541,1.2801677,183.45464,62.183532,56.06851
57.744013,101.52131,3.8084013,1.6103381,3.8812999,5.5759914,92.814089,1.8830865,95.831061,1.5593539,1.6374867,54.360083,95.140365,58.939348,1.7157259,191.20228,91.95972,55.09133
72.773777,97.932528,3.8296979,2.0126418,2.9606389,5.8569274,86.18671,1.5389963,127.20391,1.2061773,2.3404401,70.436072,89.381666,77.854509,1.1400836,140.31767,93.041022,55.45288
66.201279,101.43374,2.4376181,1.4067703,2.5499313,4.0018887,61.606757,1.8544921,140.36936,0.9334465,1.4256312,44.452573,117.72048,59.712697,1.5903994,185.81874,82.604321,56.64955
46.293058,93.099541,2.7262915,2.2546918,4.0028922,6.5630646,56.207544,1.40257,93.281214,1.1410718,2.2271062,64.993856,107.64158,68.513672,1.4300941,200.65276,88.78321,54.75849
68.914867,70.258301,3.7494864,1.3384,3.5741195,4.5899847,70.723152,1.6305448,130.85916,1.0136731,2.2987778,39.388511,124.39369,46.906456,1.2640738,145.95417,57.969073,55.15551
68.352338,102.54703,3.5976218,1.3943051,3.9378691,4.2242098,93.243242,1.352548,119.66284,1.4115171,1.9323796,39.554497,89.387594,74.170967,1.3903074,174.47629,76.361239,55.49455
73.108254,105.4301,2.5061017,2.2262189,4.364781,4.0933741,57.577526,1.3320036,85.360843,1.061205,1.3942289,50.428031,152.54872,50.461329,1.5419667,136.03703,80.394418,55.93927
56.193722,105.60524,3.3876682,1.4933544,2.8275182,4.1815794,76.192191,1.3891925,125.88425,0.8730199,1.81794,70.243052,107.38849,48.914631,1.7926198,146.80412,54.705214,56.04612
64.469353,68.49667,3.8062908,1.8051824,2.8230751,3.7890863,69.570503,1.7005128,110.51976,0.8431723,1.7528431,54.405392,98.674203,51.523815,1.2328059,118.0522,57.911886,55.52641
81.745724,83.870365,3.0590977,1.6659982,4.1438213,3.9811953,53.147489,1.7093631,76.983589,1.023137,1.635032,57.406488,98.162953,56.550491,1.2854434,120.3452,89.835702,55.57802
57.430979,64.449377,2.1821081,2.3618184,3.4733915,6.3435714,86.738863,1.9490312,84.077679,0.8523908,1.7002467,41.669462,123.48323,46.789107,1.3939894,187.39269,79.864044,54.26551
60.482675,68.246028,2.183361,2.4333898,2.7085524,6.2902834,63.684148,1.2028923,113.57787,1.4132027,1.8126648,68.789989,122.1022,58.685231,1.2259539,191.98181,53.97626,55.72732
46.186164,59.976745,2.4777184,1.5799386,3.1051051,4.3612702,90.777626,1.8238928,111.39913,1.5325934,2.2102488,62.433531,97.056496,74.116566,1.1548403,207.3895,71.206107,55.00051
72.892156,93.791531,3.3987185,1.6545404,2.8749478,6.416231,84.821302,1.348112,114.55123,0.8678622,2.3693869,41.342192,148.36268,61.097161,1.7579678,190.35699,54.20867,55.67397
79.442995,80.730598,3.5244454,1.7652091,4.3052709,4.5960387,66.779771,1.9308894,111.40234,1.5463393,1.3433173,55.490682,89.525853,50.069156,1.1419513,140.25128,80.125005,55.87979
61.547496,94.565155,3.523363,2.3671259,3.2950239,4.8701574,74.089346,1.3886029,115.67158,1.5214252,1.3597916,57.127541,88.043208,77.682532,1.5107207,209.63597,54.337929,55.89106
76.240886,102.07882,3.7211714,2.2381685,2.9495641,4.933113,58.08542,1.6684415,106.39193,1.2167942,1.6920829,62.312076,124.79301,70.233545,1.4632622,181.64965,58.498032,56.15568
54.560476,87.852626,3.2853025,2.4607687,4.2939509,5.5912467,88.944662,1.090121,118.5874,1.3948762,2.4063334,62.068087,101.70316,73.89621,0.9821223,139.80696,86.543336,54.52768
57.623373,76.552171,2.9862325,1.8066996,2.7878629,5.9044807,86.622844,1.3270924,100.18212,1.2930809,1.4361816,47.358698,88.29306,76.171498,1.0437312,195.06335,84.06223,55.0955
77.192713,102.7232,3.7422725,2.0940983,4.1388909,4.7047801,83.578129,1.9034742,111.56597,1.0636213,2.0477585,71.814194,150.79653,65.306703,1.5804231,208.40402,71.504178,55.02505
54.764071,84.858315,3.7891039,2.3200093,2.8671735,5.5186781,65.761539,1.4512925,86.786373,1.172959,2.1996984,59.527406,126.48392,57.657765,1.7015085,198.14489,69.748199,55.54444
59.209527,87.122298,3.9075091,2.387769,2.9629882,6.2869098,65.59639,1.4577521,77.716913,1.1431113,2.095186,62.170668,107.55058,51.329874,1.7101265,214.70171,82.927888,54.89474
61.912326,88.992956,3.6419253,1.6067349,2.6688971,4.9531847,74.1148,1.1407923,87.875739,1.1132637,1.4309064,45.905635,103.00677,49.942097,1.3170653,140.64104,83.333276,55.55874
47.615815,80.723674,3.9362826,1.8932837,3.0654498,6.0841715,57.408279,1.7617928,85.697007,1.2326544,1.8284904,39.549177,149.96107,65.373433,1.2459516,156.04873,56.163122,54.59934
59.245353,99.94363,2.9212815,2.1564391,2.6937289,6.058447,65.417776,1.5398432,128.42236,1.4918414,1.7449182,60.574342,145.65985,73.488837,1.5989108,164.79383,89.095426,55.74157
53.077292,59.010233,2.3048005,1.8860015,2.5934804,4.7151175,89.845982,1.9156376,118.23407,1.5257534,1.5801446,48.9269,104.89593,76.683736,1.5590809,129.70746,60.556988,55.04613
45.654915,84.046676,2.4107873,1.3566265,2.4964193,6.29584,75.892144,1.4035236,133.26367,1.0952088,2.1573748,57.685247,131.90434,66.3904,1.0514187,161.60282,54.042386,55.47525
49.079768,92.308041,2.9996281,2.3360871,2.6054487,5.2618268,82.043844,1.4014322,111.55234,1.0653612,1.7320929,69.770668,144.45408,57.553083,1.4628435,158.09581,94.7845,55.44933
70.032907,81.230318,2.7865639,2.2811282,3.8175051,5.9435271,73.664567,1.3023331,79.057867,1.2180069,1.7234814,41.539807,151.03865,58.077177,1.5965804,149.98853,60.027439,55.33065
64.933037,79.826933,3.3126251,2.3702305,3.7286407,4.6820051,61.733967,1.2079834,126.58053,1.4490671,1.3888538,57.440728,110.81282,58.51702,1.4948459,152.12762,58.416696,55.90511
67.105934,100.78932,2.824066,2.1165324,3.2474964,4.9642295,79.797205,1.5828211,138.67999,1.4770542,1.7793208,68.154398,137.48471,73.492653,1.5312738,171.94444,54.781266,56.09448
61.875709,106.11893,3.0225958,2.0150929,4.16699,5.0156577,69.543013,1.1236119,129.79894,1.3279413,1.9059737,56.045232,86.098942,51.448618,1.1155282,147.43979,68.348918,55.74154
76.87221,96.479543,3.9496782,2.4226713,2.8830356,5.4415176,52.829278,1.8361326,97.067224,1.0049346,2.1244017,61.961148,134.12209,46.755018,1.6650639,119.0812,66.885393,55.62635
72.551208,79.222178,2.920382,1.7046536,4.4247816,5.2818985,54.273224,1.773783,93.036151,0.9618306,1.4709164,53.364227,122.66785,73.261636,1.3166465,117.08721,75.219744,55.22566
66.071259,104.63527,3.4206689,2.4334547,3.7959829,3.7494931,92.474801,1.8463889,119.86652,1.0693375,2.0004223,48.765668,109.44553,59.13394,1.4088606,126.8208,54.275153,55.01347
58.966685,63.167399,3.0874091,2.4458645,3.3344248,5.4106255,61.267163,1.3107377,130.38851,0.8595146,2.278479,70.578804,147.93877,49.583299,1.4286283,200.9715,70.386117,55.43231
