Date,Close,Daily Return,Investment,Strategy Return,Cumulative Return
2001-06-12,607.15,-0.0017756440820084762,1,-0.0017756440820084762,0.9982243559179915
2001-06-13,614.05,0.011364572181503663,1,0.011364572181503663,1.0095687486641565
2001-06-14,613.75,-0.0004885595635534257,1,-0.0004885595635534257,1.0090755141969319
2001-06-15,618.96,0.008488798370672068,1,0.008488798370672068,1.017641352777732
2001-06-18,608.78,-0.01644694325966145,1,-0.01644694325966145,1.0009042631899114
2001-06-19,608.91,0.0002135418377740006,1,0.0002135418377740006,1.0011179981257088
2001-06-20,595.72,-0.02166165771624695,1,-0.02166165771624695,0.9794321227167353
2001-06-21,595.53,-0.00031894178473113044,1,-0.00031894178473113044,0.979119740887493
2001-06-22,599.08,0.005961076687992284,1,0.005961076687992284,0.9849563487496504
2001-06-25,598.02,-0.0017693797155640123,1,-0.0017693797155640123,0.9832135869654568
2001-06-26,588.71,-0.015568041202635219,1,-0.015568041202635219,0.9679068773325878
2001-06-27,584.76,-0.006709585364610859,1,-0.006709585364610859,0.9614126235141309
2001-06-28,583.27,-0.002548053902455716,1,-0.002548053902455716,0.9589628923269156
2001-06-29,595.13,0.020333636223361484,1,0.020333636223361484,0.9784620949311936
2001-07-02,596.74,0.0027052912808966934,0,0.0,0.9784620949311936
2001-07-03,594.31,-0.00407212521366096,0,-0.0,0.9784620949311936
2001-07-04,597.25,0.004946913227103833,0,0.0,0.9784620949311936
2001-07-05,593.61,-0.00609460025115105,0,-0.0,0.9784620949311936
2001-07-06,578.54,-0.02538703862805558,0,-0.0,0.9784620949311936
2001-07-09,560.0,-0.032046185224876345,0,-0.0,0.9784620949311936
2001-07-10,558.6,-0.0024999999999999467,0,-0.0,0.9784620949311936
2001-07-11,553.65,-0.00886143931256722,0,-0.0,0.9784620949311936
2001-07-12,559.95,0.011379030073151108,0,0.0,0.9784620949311936
2001-07-13,548.49,-0.0204661130458077,0,-0.0,0.9784620949311936
2001-07-16,548.93,0.0008022024102534164,0,0.0,0.9784620949311936
2001-07-18,540.53,-0.01530249758621316,0,-0.0,0.9784620949311936
2001-07-19,545.74,0.009638687954415248,0,0.0,0.9784620949311936
2001-07-20,537.71,-0.014713966357606134,0,-0.0,0.9784620949311936
2001-07-23,524.21,-0.025106470030313743,0,-0.0,0.9784620949311936
2001-07-24,526.62,0.004597394174090441,0,0.0,0.9784620949311936
2001-07-25,526.08,-0.0010254073145721243,0,-0.0,0.9784620949311936
2001-07-26,529.22,0.00596867396593681,0,0.0,0.9784620949311936
2001-07-27,541.13,0.02250481841200247,0,0.0,0.9784620949311936
2001-07-30,533.53,-0.01404468427180161,0,-0.0,0.9784620949311936
2001-07-31,541.55,0.015031956965868787,0,0.0,0.9784620949311936
2001-08-01,562.79,0.03922075523959001,0,0.0,0.9784620949311936
2001-08-02,567.46,0.008297944171005378,0,0.0,0.9784620949311936
2001-08-03,568.69,0.002167553660169963,0,0.0,0.9784620949311936
2001-08-06,569.37,0.0011957305386061101,0,0.0,0.9784620949311936
2001-08-07,567.5,-0.003284331805328722,0,-0.0,0.9784620949311936
2001-08-08,565.94,-0.0027488986784139913,0,-0.0,0.9784620949311936
2001-08-09,549.67,-0.028748630596883262,0,-0.0,0.9784620949311936
2001-08-10,555.34,0.010315280077137334,0,0.0,0.9784620949311936
2001-08-13,562.0,0.011992653149421884,0,0.0,0.9784620949311936
2001-08-14,577.15,0.026957295373665424,0,0.0,0.9784620949311936
2001-08-16,580.95,0.006584076929741167,0,0.0,0.9784620949311936
2001-08-17,580.99,6.885274119960982e-05,0,0.0,0.9784620949311936
2001-08-20,567.09,-0.023924680287096156,0,-0.0,0.9784620949311936
2001-08-21,568.68,0.0028037877585567195,0,0.0,0.9784620949311936
2001-08-22,574.87,0.010884856158120737,0,0.0,0.9784620949311936
2001-08-23,570.07,-0.008349713848348261,0,-0.0,0.9784620949311936
2001-08-24,569.31,-0.001333169610749696,0,-0.0,0.9784620949311936
2001-08-27,578.74,0.016563910698916384,0,0.0,0.9784620949311936
2001-08-28,576.51,-0.003853198327400942,0,-0.0,0.9784620949311936
2001-08-29,565.63,-0.01887217914693584,0,-0.0,0.9784620949311936
2001-08-30,564.36,-0.002245284019588789,0,-0.0,0.9784620949311936
2001-08-31,545.11,-0.03410943369480468,0,-0.0,0.9784620949311936
2001-09-03,541.83,-0.006017134156408699,0,-0.0,0.9784620949311936
2001-09-04,558.79,0.03130133067567309,0,0.0,0.9784620949311936
2001-09-05,551.91,-0.012312317686429597,0,-0.0,0.9784620949311936
2001-09-06,552.59,0.0012320849413853807,0,0.0,0.9784620949311936
2001-09-07,555.08,0.004506053312582692,0,0.0,0.9784620949311936
2001-09-10,550.73,-0.007836708222238253,0,-0.0,0.9784620949311936
2001-09-11,540.57,-0.018448241425017664,0,-0.0,0.9784620949311936
2001-09-12,475.6,-0.1201879497567383,0,-0.0,0.9784620949311936
2001-09-13,499.25,0.04972666105971402,0,0.0,0.9784620949311936
2001-09-14,482.29,-0.03397095643465198,0,-0.0,0.9784620949311936
2001-09-17,468.76,-0.028053660660598445,0,-0.0,0.9784620949311936
2001-09-18,484.93,0.03449526410103254,0,0.0,0.9784620949311936
2001-09-19,486.75,0.003753119006866923,0,0.0,0.9784620949311936
2001-09-20,480.27,-0.013312788906009287,0,-0.0,0.9784620949311936
2001-09-21,472.31,-0.01657401045245377,0,-0.0,0.9784620949311936
2001-09-24,482.19,0.020918464567762696,0,0.0,0.9784620949311936
2001-09-25,472.13,-0.02086314523320687,0,-0.0,0.9784620949311936
2001-09-26,472.85,0.0015250037066063538,0,0.0,0.9784620949311936
2001-09-27,472.38,-0.0009939727186212277,0,-0.0,0.9784620949311936
2001-09-28,479.68,0.015453660188831098,0,0.0,0.9784620949311936
2001-10-04,500.64,0.04369579719813199,0,0.0,0.9784620949311936
2001-10-05,501.92,0.0025567273889421926,0,0.0,0.9784620949311936
2001-10-08,496.13,-0.0115357029008607,0,-0.0,0.9784620949311936
2001-10-09,507.61,0.023139096607744047,0,0.0,0.9784620949311936
2001-10-10,503.46,-0.008175567857213295,0,-0.0,0.9784620949311936
2001-10-11,517.05,0.02699320700750807,0,0.0,0.9784620949311936
2001-10-12,516.4,-0.0012571318054346303,0,-0.0,0.9784620949311936
2001-10-15,513.99,-0.004666924864446087,0,-0.0,0.9784620949311936
2001-10-16,521.91,0.015408860094554333,0,0.0,0.9784620949311936
2001-10-17,528.29,0.012224329865302419,0,0.0,0.9784620949311936
2001-10-18,524.21,-0.007723030911052531,0,-0.0,0.9784620949311936
2001-10-19,528.04,0.007306232235172683,0,0.0,0.9784620949311936
2001-10-22,528.7,0.0012499053102039692,0,0.0,0.9784620949311936
2001-10-23,530.5,0.00340457726498955,0,0.0,0.9784620949311936
2001-10-24,541.49,0.0207163053722903,0,0.0,0.9784620949311936
