ROOF_RAIL_A_W1,ROOF_RAIL_A_W2,ROOF_RAIL_A_T1,ROOF_RAIL_A_T2,ROOF_RAIL_B_W1,ROOF_RAIL_B_W2,ROOF_RAIL_B_T1,ROOF_RAIL_B_T2,ROOF_RAIL_C_W1,ROOF_RAIL_C_W2,ROOF_RAIL_C_T1,ROOF_RAIL_C_T2,ROOF_RAIL_D_W1,ROOF_RAIL_D_W2,ROOF_RAIL_D_T1,ROOF_RAIL_D_T2,ROOF_XMBR_NO1_W1,ROOF_XMBR_NO1_W2,ROOF_XMBR_NO1_T1,ROOF_XMBR_NO1_T2,ROOF_XMBR_NO2_W1,ROOF_XMBR_NO2_W2,ROOF_XMBR_NO2_T1,ROOF_XMBR_NO2_T2,ROOF_XMBR_NO3_W1,ROOF_XMBR_NO3_W2,ROOF_XMBR_NO3_T1,ROOF_XMBR_NO3_T2,BPOST_01_W1,BPOST_01_W2,BPOST_01_T1,BPOST_01_T2,BPOST_02_W1,BPOST_02_W2,BPOST_02_T1,BPOST_02_T2,BPOST_03_W1,BPOST_03_W2,BPOST_03_T1,BPOST_03_T2,BPOST_04_W1,BPOST_04_W2,BPOST_04_T1,BPOST_04_T2,R_SUPT_W1,R_SUPT_W2,R_SUPT_T1,R_SUPT_T2,FR_SMBR_W1,FR_SMBR_W2,FR_SMBR_T1,FR_SMBR_T2,SEAT_SMBR_NO1_W1,SEAT_SMBR_NO1_W2,SEAT_SMBR_NO1_T1,SEAT_SMBR_NO1_T2,SEAT_SMBR_NO2_W1,SEAT_SMBR_NO2_W2,SEAT_SMBR_NO2_T1,SEAT_SMBR_NO2_T2,SSILL_W1,SSILL_W2,SSILL_T1,SSILL_T2,RR_SMBR_FR_W1,RR_SMBR_FR_W2,RR_SMBR_FR_T1,RR_SMBR_FR_T2,RR_SMBR_RR_W1,RR_SMBR_RR_W2,RR_SMBR_RR_T1,RR_SMBR_RR_T2,RR_FLR_SMBR_W1,RR_FLR_SMBR_W2,RR_FLR_SMBR_T1,RR_FLR_SMBR_T2,CTR_SMBR_FR_W1,CTR_SMBR_FR_W1.1,CTR_SMBR_FR_T1,CTR_SMBR_FR_T2,CTR_SMBR_RR_W1,CTR_SMBR_RR_W2,CTR_SMBR_RR_T1,CTR_SMBR_RR_T2,STEP1_FREQ_1ST
65.026368,32.20096,0.6497024,4.0998443,97.126888,31.974718,1.6345692,0.7667441,83.057896,31.818934,0.7778346,1.5418226,25.995381,85.333373,3.1864249,1.4577361,70.48901,30.43415,1.0578039,3.7392544,48.542959,32.73172,1.4612845,2.5335457,66.017748,47.759258,1.9377619,3.8615963,61.366323,41.960604,1.2447729,1.8276995,129.68142,44.96269,1.5850223,0.8875135,100.24656,62.67804,1.5647018,1.3156903,121.17708,48.41961,1.6115386,0.7446691,46.651685,70.495005,1.096058,2.1728861,64.854352,105.78993,2.5477392,1.3351783,111.54091,31.484078,2.0011611,0.8119772,115.72821,49.454084,1.2134231,1.3820617,112.80758,71.371339,1.6083177,1.6349101,79.834461,68.470008,2.2265334,4.2338804,64.912905,63.533328,3.467945,2.2807159,126.04697,44.485676,1.47045,0.6168186,83.672303,60.337157,0.8115068,1.9429414,59.956025,45.063297,1.2298911,1.2632716,55.0773
40.402368,38.92096,0.7265024,3.148429,63.403335,37.560029,1.5827567,0.6650697,86.453548,25.94411,1.0087599,1.4732524,27.068644,118.22741,2.7080914,1.2497295,69.811612,29.800167,1.4620138,3.0735058,30.227816,53.31589,1.504878,1.9893944,57.011703,61.822657,1.4243912,3.2999026,78.536297,61.178295,1.3211204,1.5350504,100.38724,52.219281,1.8877563,0.7464958,141.37706,48.382537,1.2931726,1.5657307,192.34354,60.114765,1.6490783,0.7701132,66.115802,59.066801,0.7623154,1.7631794,61.37364,125.35801,4.3328698,1.835592,143.54431,42.803609,1.8922632,0.7912863,133.86271,29.454962,1.9982531,1.1214488,152.82625,79.221255,2.2012236,0.9276014,118.08655,59.980558,1.3036873,6.3524356,92.064245,65.558425,2.7948684,3.7486942,76.001092,50.070906,1.166794,0.8413526,86.692845,56.586604,1.1568448,1.445628,56.35818,46.933979,1.0806322,1.0543607,54.80272
46.882368,48.52096,0.6305024,2.3564861,98.459768,34.983654,0.9851776,0.7932596,78.008485,38.526041,1.3484272,1.6665701,40.195327,92.121607,2.8515244,1.0810366,69.342977,20.428469,1.0235315,3.7824092,48.792142,46.662184,1.1919243,2.4608432,56.135723,45.540858,2.0769913,2.566384,59.168604,66.918806,1.8533229,1.5450048,102.58225,61.964507,1.7145849,0.8975498,121.12924,62.431095,1.9259316,2.0030402,211.60313,40.496487,1.5051063,0.9839835,52.88783,77.754827,1.0008711,1.7162123,53.379905,140.34128,3.4369713,1.362167,165.98038,33.201506,1.4818119,0.9089133,156.36134,43.487686,1.8537594,1.3166975,146.11165,63.351454,2.1335763,1.6540261,90.767181,89.149446,2.2353312,4.1607908,60.439002,69.037615,2.4819103,2.9003804,110.51551,58.184388,1.158834,1.0110741,76.483313,38.122812,0.684909,1.6431088,59.114902,44.532044,1.1358945,1.1892845,55.43338
53.362368,34.12096,1.0145024,3.5442579,105.80569,39.814352,1.1277034,0.7738586,60.12053,31.665829,0.9499968,1.9534147,36.576267,88.194996,1.7717861,1.2884891,85.070112,23.446164,1.1639428,3.1069698,33.651471,36.836104,1.1620766,1.5283914,54.591069,45.113673,2.0982073,2.8862323,76.46113,50.18537,1.6348428,2.2762585,109.52498,60.410257,2.1786,0.6314477,139.34652,48.115715,2.0760251,1.5067891,150.94708,62.860256,1.7300679,0.9653448,43.135209,74.693483,1.0619929,1.6863727,59.193615,145.54934,4.1322207,1.4278776,117.71739,29.470826,2.1040552,0.5271531,109.56091,43.327315,1.9292242,1.3226253,134.29973,68.624755,2.3454585,1.4809034,85.217979,94.911207,1.7015721,5.2115975,85.622972,68.436724,3.8292804,2.9257751,115.91932,63.07114,1.8148978,0.9917143,85.435114,60.298811,0.696955,1.6466609,68.209922,48.076252,0.8610963,1.2111844,55.52845
59.842368,43.72096,0.9185024,2.7543113,88.892378,39.538063,1.4049711,0.9484681,89.712125,26.807741,1.2358699,1.531813,27.14781,123.53449,2.4894301,0.9814166,69.550094,32.793011,1.3680313,4.5932189,37.213286,43.630134,1.1031725,1.5363294,84.674074,46.816676,1.4584439,3.5758686,59.098292,40.241658,1.7137809,2.2309049,86.945021,52.068146,1.6614402,0.5801557,106.39344,63.78686,1.4604523,1.6886899,132.16259,46.608595,1.8704455,0.6906735,61.871064,64.451584,0.7430011,1.882113,51.326136,118.46761,3.9661713,1.2218926,98.85207,48.211554,2.1389531,0.8650519,113.94373,41.534898,1.7833939,1.0046034,96.147419,102.78966,1.6043262,1.3915672,128.21982,52.648962,1.5757323,6.1961356,89.913244,41.973036,3.6604543,2.2495888,76.751382,52.473182,1.2003394,0.7090342,87.533584,60.341614,0.6483117,1.5070191,55.39579,43.55773,1.138279,0.9756356,54.91795
66.322368,29.32096,0.8225024,3.9409424,83.76792,25.322256,1.480126,0.8320617,69.984395,30.046466,0.8252879,2.1728808,26.433448,99.974829,2.0110008,1.4461316,79.888707,30.593079,1.5227088,5.1332878,33.473483,38.714343,1.2512048,1.6195171,74.039119,54.121662,1.5870259,2.6810275,80.397147,44.821682,1.6357576,1.2945513,93.447089,46.005424,1.3615917,0.5316885,126.1402,51.105433,1.9070753,1.4228878,159.50619,42.828772,1.6204389,0.71549,57.927761,63.734473,1.115183,1.3525498,43.240434,100.00121,2.8452103,1.3316874,109.21274,51.623293,2.0779281,0.5772651,141.79502,50.845722,1.172279,0.8865993,96.349854,56.546541,2.0612146,1.1326377,134.35824,66.986655,1.6027926,5.9502582,88.625109,64.138326,2.4457971,3.7270628,84.135482,52.721596,1.1653623,0.681474,94.271126,47.476137,0.6539754,1.2001936,81.722159,43.06728,1.1676446,1.0018599,55.40721
41.698368,36.04096,0.8993024,2.9900975,105.46539,37.693418,1.5081037,1.0255693,92.265832,40.85593,1.2124084,1.9172567,39.998198,88.510478,2.4790096,1.2658341,88.819769,21.38031,1.5491314,4.8362247,36.968333,38.043263,1.449001,1.7845572,60.902748,52.5986,1.4057862,2.1820123,85.711579,42.381294,1.0898061,1.415512,110.28983,42.220885,1.6161284,0.7144119,102.19849,47.504784,1.770648,1.255529,151.33685,51.368447,1.345965,0.7577433,42.929912,82.028513,0.7019275,1.5278985,59.066557,87.030262,2.4958469,1.5377805,138.9927,47.865729,1.6327907,0.9047398,93.808228,48.466945,1.2088531,0.9071541,116.07676,59.56276,2.4330475,1.0032412,107.86607,53.719477,1.6817961,5.5687435,93.88533,58.851677,3.9467603,3.069965,92.392722,45.54047,1.1500118,0.5710208,81.363559,58.318225,0.7354933,1.7557849,63.188515,42.696403,1.1577422,1.2189536,54.48152
48.178368,45.64096,0.8033024,4.1781545,91.321818,35.117043,0.9105246,1.1537593,83.820769,31.237861,0.8920756,2.1105744,32.124882,120.60467,2.6224425,1.0971411,88.351134,28.208612,1.1106491,3.1451281,32.732659,58.989557,1.1360473,2.2553147,49.5334,39.738053,1.2088182,2.7123517,68.207383,69.442566,1.6432418,1.2883899,122.07676,62.408062,1.7265149,0.7256736,117.58892,49.361188,1.4700898,1.3475149,148.64508,52.067507,1.3308667,0.9163996,73.75285,66.424846,1.2135445,1.9961147,77.453231,134.32032,2.8801627,1.5234833,161.21824,30.873977,1.5281252,0.4954305,94.137505,34.202457,1.4847592,0.8379235,130.00643,79.616676,1.7571197,1.6418856,90.357772,71.241778,2.2458722,6.3116922,93.841545,70.697922,3.2613686,3.0364716,82.261871,68.669103,1.5073485,0.9833881,98.609359,51.808662,1.0056389,1.1270197,44.898477,63.164701,0.8438042,1.2787095,55.54197
54.658368,31.24096,0.7073024,3.385356,92.446723,33.16189,0.9732602,0.8391763,90.847029,29.893361,0.9974501,1.5044729,37.014334,102.83645,2.0963621,1.2768846,52.469809,23.605092,1.6288477,4.5010033,41.381996,42.83463,1.1349051,1.9766577,61.294084,59.137232,1.9735475,2.7624379,77.159145,42.644803,1.6061545,1.9580505,130.60232,38.655266,1.7368995,0.7780833,102.38178,52.060142,1.1967868,1.7164042,188.0175,60.172804,1.5127607,0.711789,58.836277,53.806164,1.0479268,1.4314491,69.488308,94.847623,3.1253113,1.1424784,148.53723,41.765538,2.1506618,0.7765304,114.57092,47.488642,1.7346211,0.8877086,89.740653,89.216956,2.3315718,1.643855,86.008335,59.425193,1.7258405,4.9420017,86.986033,72.352799,2.411909,3.2746404,135.91847,50.513232,1.3819688,0.7881465,53.488076,46.997612,0.8320067,1.6054446,67.099996,60.815708,1.1430484,1.3425056,56.15523
61.138368,40.84096,0.6113024,2.5942686,63.063029,35.439094,1.1831569,0.9167805,74.798849,35.134211,1.2711714,1.4370943,30.490576,118.5429,1.9153149,1.2270746,73.561269,27.734313,1.0672024,4.8027606,33.544678,54.523048,1.0718024,2.2455602,63.323381,40.490991,1.4934377,2.8084737,84.159081,47.338336,1.6382801,2.2456035,100.02529,44.263022,1.4746692,0.6877781,134.535,57.864212,1.8251824,1.2444857,182.78054,67.830801,2.0398077,0.6812648,58.841386,82.65723,0.9797773,2.0847848,51.004734,126.50306,4.4053645,1.2738983,129.20301,51.771143,1.6637722,0.7643026,104.38552,42.05191,1.1934689,0.7745361,111.24369,66.489438,1.5326704,1.6658883,134.43336,70.218772,2.1863755,4.9987952,102.4859,44.789543,3.3379532,2.6446587,86.069717,61.339213,1.4573043,0.848277,74.726284,45.691373,0.9837058,1.2536757,65.812519,55.719009,0.8239298,1.6612348,55.43735
67.618368,50.44096,0.9953024,3.7820404,70.408952,40.269793,1.3256828,0.8973794,56.910894,28.273999,0.8727411,1.723939,26.871515,114.61628,2.3355767,1.4345271,89.288404,30.752008,1.2076137,4.1273213,41.204008,44.696968,1.0419547,2.5137998,72.272096,36.659148,1.6027542,3.451673,61.215775,48.920022,1.4363705,1.5426341,98.502895,53.233708,1.5057419,0.7031501,162.40807,45.64838,2.0712061,2.1835431,154.02862,50.669387,1.3610634,1.139087,46.306975,53.832179,0.7903106,2.1996824,76.679883,111.7402,4.2115312,1.5520777,116.76716,40.85748,1.7374561,0.8940491,93.478951,38.731434,1.8929471,0.9763847,102.14709,87.508844,1.9689753,1.1445967,125.37436,80.597177,2.19772,4.8257949,93.929116,47.005432,2.7721519,3.1034583,102.52357,60.211837,1.632675,0.6386534,64.117759,35.427788,1.0053476,1.4845502,81.478553,52.228105,0.8716802,1.1591978,55.55444
42.994368,33.16096,0.5921024,2.8317659,98.348694,31.132909,1.1694059,1.0502675,91.73479,45.846486,1.0555183,1.3075155,45.373736,125.77381,2.1314386,1.410456,79.980526,29.088741,1.0270719,3.2554461,33.962469,57.690811,1.5276607,2.1623648,69.214203,50.339045,2.1246256,2.7915701,78.719724,51.94883,1.6854213,1.3707307,114.09905,64.849248,2.2593637,0.5817552,89.667052,46.676599,1.1239732,1.85998,199.62385,56.20904,2.3604543,1.0821397,51.893597,61.137624,1.0176648,1.862779,57.410633,114.05599,2.9872613,1.1955226,142.15442,35.102065,1.8737319,0.6659165,104.84442,34.012584,1.6783496,1.4211219,132.60132,67.657507,1.6306871,1.0246556,81.53449,81.145296,1.8787352,6.4871539,68.328767,54.289719,3.3064581,3.8072125,113.7831,74.290474,1.2169576,0.7508807,66.872519,39.601153,0.6305027,1.5594471,45.361627,64.977693,1.1600912,0.9662651,55.59317
49.474368,42.76096,0.9761024,4.0198229,84.212213,40.725234,1.5236621,1.0209003,53.701258,47.082169,0.7954854,1.4944633,38.166763,82.837573,2.8993673,1.5805651,51.506696,21.857852,1.2512847,5.1476728,48.756544,52.557832,0.9218329,2.2992081,48.553124,57.004622,2.127301,2.2171136,87.97042,47.654673,1.2378982,1.8890096,87.480808,46.057159,1.9128838,0.7748525,109.86961,43.181045,2.0663871,1.8402972,157.11016,38.478519,2.1320589,0.7728292,49.47874,76.770875,1.1186283,1.5729922,58.16615,149.93106,4.2908418,1.6762778,115.81694,28.244134,1.370857,0.8409451,151.197,34.135552,1.85667,1.2901442,144.99445,58.392934,1.5924921,1.5882901,98.930743,66.283146,1.6138679,4.4399922,102.23526,59.174141,3.5750233,3.2811415,89.127826,57.352535,1.4504523,0.7655925,88.400403,39.956764,0.7737402,1.3224395,56.947184,56.379958,0.882264,1.1072112,55.10463
55.954368,28.36096,0.8801024,3.2275948,91.558137,45.555933,1.6661879,1.0014992,79.588069,34.595077,1.1350785,1.6880251,30.775276,76.46633,2.5019897,0.9936565,81.009176,27.116314,1.1285726,3.0343277,41.135854,39.206625,0.8425841,2.4475349,82.045197,43.94749,1.4409288,2.4872169,69.969036,51.949987,1.3372631,1.7647742,72.902286,63.40985,2.1981559,0.739102,118.50338,57.759235,1.7725164,1.9060865,146.58499,48.645111,1.4578164,0.8425931,57.594254,83.427918,1.0692113,1.8126332,62.915729,150.45873,3.0929506,1.8180492,151.52022,49.151371,2.0398021,0.4931869,89.196888,47.68008,1.6953529,0.9044548,131.95308,76.161618,1.7174985,1.2178931,83.95288,92.140444,2.1181079,5.1182466,89.101873,43.344033,3.9941954,2.8408304,124.53462,68.772518,1.24687,0.6319647,64.113924,50.231167,1.0485443,1.1703193,53.483545,63.843742,0.7413587,1.5080948,55.09101
62.434368,37.96096,0.7841024,2.4365074,62.174443,26.233138,1.0960847,1.0791034,63.565123,45.462806,1.3307764,1.7139294,28.023945,94.617406,3.1385819,0.9582076,88.325289,28.995434,1.4123495,5.0577123,46.609253,49.478025,0.981133,2.040378,62.344735,49.146103,1.9404371,3.280308,89.636989,53.991692,1.7286773,1.7638162,85.932429,37.641545,1.4737176,0.8211001,161.78037,52.829084,1.4058483,1.4045692,197.13806,50.650692,2.1945575,1.1464622,48.66003,74.994406,1.2251926,1.4317791,74.918422,126.32275,3.209516,1.6955823,94.938354,37.421435,1.7706691,0.6844913,111.04084,40.639271,1.6441808,1.1314198,142.92385,90.126757,1.5648564,1.2513007,100.59669,74.2105,2.2054079,3.8644924,96.524498,64.158787,4.004026,2.9517731,118.99818,47.718528,1.5478017,1.0213586,91.18112,47.966514,1.1102605,1.1779573,54.872203,58.089275,0.8964906,1.0967124,55.48715
68.914368,47.56096,0.6881024,3.6242792,69.520366,31.063837,1.2386105,1.0597024,89.477168,38.602594,0.9323461,2.000774,45.404884,90.690795,2.0588437,1.1656601,62.052426,32.022462,0.970462,4.0985514,33.437886,44.609992,0.9815282,1.762729,72.055693,35.868309,1.9086682,2.7307151,49.857033,44.491301,1.6417175,2.2149484,90.525591,59.315787,1.8507385,0.7441086,129.72347,37.012709,1.5743397,2.0021823,214.614,40.401347,2.3495476,0.9371847,40.308154,68.417614,1.0394226,2.2862666,65.881817,101.40821,4.4891182,1.0867781,113.44136,32.71077,1.5943593,0.4981852,147.89211,34.645848,1.2859773,1.4145428,102.11286,81.603159,2.3612841,1.5275234,132.7217,52.698069,2.3142376,5.0054856,98.100618,72.795912,3.722202,3.7253495,88.03846,50.20428,0.9948955,0.8429404,80.707014,51.279204,0.7347216,1.3671628,71.218763,36.759591,1.2087235,1.3672448,54.52354
38.069568,29.70496,0.7034624,2.6413973,93.127288,37.026187,0.9192761,0.9807429,76.354955,41.427235,1.2102012,1.3584506,31.606598,107.06805,2.0683074,1.3869513,67.393189,33.393988,1.5409146,3.6840099,33.487666,40.663456,1.1249585,2.1428772,68.496454,34.632225,2.0723232,3.5569807,69.658584,67.051127,1.9315895,2.277787,121.00441,67.463474,1.3932966,0.7233581,108.64024,61.365602,1.2616776,1.696243,210.50594,38.834054,2.4647981,1.057295,58.206122,57.325238,0.9789887,1.6369446,72.070078,118.3651,3.2597221,1.2320055,96.897689,44.175301,2.0820843,0.528584,156.37494,50.19301,1.1600698,1.3217984,112.02441,78.979686,1.5551476,1.5890771,96.115513,53.320609,1.8117115,5.0695746,85.276005,68.588483,2.6805841,2.8399149,121.15365,47.350339,1.2530343,0.920637,69.990102,61.537337,1.0907449,1.9105314,64.155227,47.118408,0.7259869,1.5451515,56.00271
44.549568,39.30496,0.6074624,3.8293118,65.139096,34.807955,1.1693835,0.7744926,55.586074,43.673489,1.0431924,1.9875708,33.384821,107.15974,2.1251637,1.0598801,81.127833,31.642569,1.4832415,3.9070488,31.809519,43.096766,1.1570364,2.0283636,54.726365,49.756947,1.401948,2.2376209,77.927594,63.507365,1.9013308,1.9000618,95.229154,53.043932,2.3141163,0.6872521,112.49323,62.305713,2.0005003,1.3859708,146.67098,60.437434,1.9213001,0.642839,44.673527,53.226493,0.7273269,1.9692726,75.935243,103.03384,4.1212621,1.5438866,118.72314,29.517201,1.4071202,0.8907124,138.51255,37.101547,1.2890399,1.2675121,124.09867,85.811206,1.473419,1.6684101,103.63918,75.129789,1.6456222,5.2650231,71.873847,51.050331,3.649861,3.4033248,92.573664,71.803256,1.1897783,0.8258565,61.504273,35.294498,0.6350521,1.5048708,75.024092,55.52534,0.889497,1.5321138,55.46552
51.029568,48.90496,0.9914624,3.0373688,100.19553,32.23158,1.3518045,0.9026825,90.941012,34.05542,1.3828596,2.1808885,25.511504,81.020401,1.888402,0.9833967,77.031533,19.360714,1.0119961,3.3077293,27.154059,45.49543,0.9436723,2.0943158,59.953143,46.395322,2.0947035,2.6444575,56.226449,43.287885,1.2664761,2.0104458,94.330824,45.720226,1.7054667,0.7894573,99.324828,63.131016,1.9981739,1.2540287,133.68967,42.264385,1.6067267,0.679967,66.706454,74.99193,1.2216512,1.3802091,72.048746,151.07184,4.2471791,1.6481378,159.19055,39.439769,1.4046007,0.7510577,86.750769,50.416352,1.7526602,1.1649193,91.954111,100.68052,1.5947672,1.2128046,143.80707,64.113467,1.9596752,5.8332309,106.92938,43.595734,2.7277957,2.3609324,133.69972,74.356219,1.1785283,0.6565316,58.173069,61.189433,0.766619,1.5975943,58.178863,53.359993,1.155784,1.1535429,55.5607
57.509568,34.50496,0.8954624,4.2262814,70.811834,34.508784,1.5612518,0.8434167,80.070751,37.37879,0.878019,2.0681456,28.540795,95.688818,2.5795261,0.949266,87.582474,32.894228,1.5203764,4.6111768,40.972158,45.389386,1.3903144,2.2417758,58.066556,46.254238,1.9077324,2.1405363,82.2561,68.646953,1.270403,1.6349638,127.51029,64.76867,2.2991052,0.5351358,131.60448,61.724364,1.8918508,2.1980477,161.61402,63.471956,1.7311696,1.0729491,55.471318,51.279662,0.7006224,1.8564715,76.514872,142.35582,3.3399916,1.4704389,167.2516,48.969725,2.3841389,0.7367827,95.247976,29.214424,1.6442809,1.0356243,132.40748,67.837595,1.3696907,1.3991069,130.2216,93.500693,1.2898503,6.305481,87.641671,48.998631,2.294166,2.1989191,77.893978,45.219967,1.2346526,0.7042364,92.672435,49.078465,1.1689575,1.6288209,76.706088,53.047168,0.8089474,1.3486186,55.17703
63.989568,44.10496,0.7994624,3.4340532,78.157757,39.339484,0.924227,0.9608857,57.004877,32.436058,1.2581506,1.3203546,36.368686,92.833764,2.5078113,1.0488297,75.477792,29.417787,1.4035252,4.2422703,27.395856,38.321301,0.9336257,1.6944023,57.910871,48.391929,1.8970307,2.6383626,87.253317,52.22358,1.2604953,1.721848,111.58326,46.337026,1.525025,0.6027467,126.39424,45.106577,1.9621949,1.256779,132.46877,69.594042,1.5047512,0.690191,65.130742,76.346658,0.8967684,1.8756188,73.492804,142.85552,4.4256697,1.347418,114.20155,28.401446,2.1156386,0.8766684,131.23768,28.722553,1.890999,0.8995353,157.83497,56.895887,1.5224706,1.4845688,127.23659,64.149294,1.2693193,5.3141278,101.4157,63.060945,3.0799049,2.503203,111.71506,75.171722,1.1406737,0.6453891,97.760899,47.656023,1.1360075,1.6768513,68.163858,57.438108,0.7202564,1.564834,55.59083
39.365568,50.82496,0.8762624,2.4830657,85.985795,31.076782,0.9783619,1.0572771,92.530765,33.058205,1.0963417,2.1815516,45.0044,125.58409,2.1112313,1.6029452,78.433037,33.465166,0.9126357,3.1331229,32.196524,45.443581,1.3517288,2.5296626,82.96339,35.658663,1.3464233,2.6024486,83.474247,40.938155,1.6379736,2.1785406,93.338933,63.111164,1.7924237,0.7640913,110.42412,59.616925,1.2300754,1.8397276,163.21319,55.305166,1.8030234,0.9318629,61.101023,76.982709,1.1625399,2.13292,67.514421,108.31723,4.0192168,1.7148745,133.96631,36.375451,2.1803713,0.695811,159.48868,47.444859,1.2858724,0.7914209,133.76969,79.494317,1.338584,0.9164065,89.340328,76.411169,2.314918,5.65471,92.981666,60.801723,3.7349399,3.5087368,107.57092,68.830512,1.5029064,0.9285509,89.344821,57.366211,1.1178014,1.6533809,63.864237,47.001441,1.0930763,1.1421699,55.27534
45.845568,36.42496,0.7802624,3.6712654,85.725828,30.271672,1.4787456,1.1043389,94.086394,35.052436,0.9041001,1.2906726,33.839758,80.874305,2.376268,1.2695545,84.098014,24.8208,1.2795933,4.9272898,43.478901,36.795962,1.2454642,1.7426031,52.011487,47.742563,1.6148596,3.8391148,49.619958,62.709917,1.5532499,1.7857268,89.552876,63.486028,1.607272,0.7389985,89.1968,55.798685,1.5245954,1.8110137,163.07384,58.541388,1.3750488,0.7781985,48.102806,76.372112,1.1023648,2.2552278,45.752369,85.819086,3.7995429,1.0996074,168.30186,49.037326,1.391287,0.8162672,99.555457,47.37044,2.0687737,1.3508516,143.77766,71.098899,1.5935854,1.6417597,98.809514,93.14464,1.594832,5.3971551,95.843504,51.839039,3.1984671,3.2888201,83.919216,75.536552,1.7870183,0.6655567,86.681164,40.151338,0.6569437,1.9440326,81.789796,38.405799,0.9600352,0.9709216,55.70927
52.325568,46.02496,0.6842624,2.8796076,99.306942,44.625624,1.2647322,1.0650055,79.707286,44.384015,0.7824646,1.3777235,44.044873,115.32844,1.9918637,1.4027696,64.068667,21.626205,1.6549784,5.0183169,43.565413,51.400649,1.5169126,2.554469,78.814208,45.820886,2.1220039,3.2533198,54.42898,54.845304,1.850048,1.8049926,118.64252,41.269876,2.1870971,0.6404018,95.623187,50.780077,1.6889694,2.0701927,179.64045,65.015774,1.7357634,0.919179,60.041542,62.394669,0.8783761,2.3936718,56.756786,97.023476,2.7649578,1.2234674,109.95397,41.115577,2.1810102,0.6845245,141.13527,48.4287,1.8232453,0.8634662,112.3089,103.30344,2.1706808,1.071396,112.2034,55.085989,1.4046298,4.5224508,81.313854,70.204803,2.9048939,3.3069547,103.43975,45.981677,1.7624251,0.6401671,69.730611,53.43497,0.7193715,1.458183,66.450844,41.805884,0.986303,1.084056,55.60764
58.805568,31.62496,0.5882624,4.0685202,69.923247,25.302828,1.4746289,1.1426097,63.659106,27.424866,1.0565662,1.5840851,35.038551,77.861792,2.0802756,1.3852733,55.408581,27.968815,1.5501343,4.5569742,42.461705,36.99632,1.3855738,2.0283584,51.586316,54.310841,1.4889368,3.6507861,89.601532,53.177632,1.5618536,1.9299081,84.641683,57.929436,2.0693513,0.5154985,123.64261,52.411376,1.4636134,1.2832267,178.22013,39.426523,1.8233603,0.6549997,71.51157,52.531305,1.0443438,2.2542814,53.893763,142.60243,3.2502957,1.3340404,151.12664,38.567479,1.5874788,0.7444648,133.45859,42.557154,1.8266834,1.3504016,133.75552,62.121868,2.2533043,0.9697879,88.419582,74.471298,1.7049253,5.9926426,64.121405,68.310141,3.7412816,2.9303708,79.518089,47.272385,1.5031994,1.02872,88.320183,60.284592,0.9090283,1.0940003,47.169218,36.484695,1.1622414,1.5739042,54.60837
65.285568,41.22496,0.9722624,3.276292,77.269171,30.133527,1.6171547,1.1232086,89.571151,42.764653,1.3177556,1.5971896,33.902054,68.908275,2.2310783,1.5599627,90.241814,30.688241,1.1663735,4.2135004,42.429734,38.234324,0.8731992,2.1433316,57.694467,47.60109,2.2029447,3.7174048,75.894575,47.79486,1.4658423,1.3141624,103.60596,52.419106,1.8700216,0.6437052,93.709642,36.470906,1.4653285,2.0954182,193.05415,59.326002,1.3532354,1.0282887,59.131921,90.932092,1.1458804,1.9622029,62.694739,132.52353,2.6032566,1.7821183,110.87575,44.254735,1.9725417,0.9008044,111.85084,48.636967,1.2840291,1.3376934,157.80073,98.990202,1.9147794,1.0874954,134.58393,80.650187,1.3858369,5.4938185,105.58721,55.251424,4.029955,3.1250942,97.229944,65.164164,1.3428941,0.849676,68.750155,63.50744,0.8653816,1.5594639,57.904067,41.969594,1.0572998,0.992881,55.2418
40.661568,47.94496,0.5690624,2.3248768,92.745618,35.718837,1.5653422,1.0215343,92.966802,36.889829,0.8886809,1.5279971,29.652594,108.68256,3.1231854,1.2118374,87.800249,21.223752,1.5562223,4.3349143,27.268264,49.507974,1.205421,1.9949687,84.800729,59.671851,1.3291158,2.6356047,75.983337,68.365747,1.3178382,1.6398909,78.127663,49.152992,1.8208742,0.6914047,109.85635,39.470328,1.9143348,2.0158958,142.27976,39.607564,2.3296018,0.7313055,66.153444,84.830575,1.0294196,1.4817846,62.543857,90.049079,2.9009677,1.8095503,146.73178,48.909376,1.5280797,0.6169464,101.05902,37.465545,1.2119763,0.8404364,112.0464,89.461638,2.0134884,1.0758465,81.92736,80.416429,1.7120578,4.5694404,95.857183,48.101567,3.8744093,2.5763276,111.69425,48.161051,1.0003967,0.6291161,81.685312,45.842254,1.1643516,1.8090503,74.27245,58.887113,1.0791671,1.4768292,54.83407
