ROOF_RAIL_A_W1,ROOF_RAIL_A_W2,ROOF_RAIL_A_T1,ROOF_RAIL_A_T2,ROOF_RAIL_B_W1,ROOF_RAIL_B_W2,ROOF_RAIL_B_T1,ROOF_RAIL_B_T2,ROOF_RAIL_C_W1,ROOF_RAIL_C_W2,ROOF_RAIL_C_T1,ROOF_RAIL_C_T2,ROOF_RAIL_D_W1,ROOF_RAIL_D_W2,ROOF_RAIL_D_T1,ROOF_RAIL_D_T2,ROOF_XMBR_NO1_W1,ROOF_XMBR_NO1_W2,ROOF_XMBR_NO1_T1,ROOF_XMBR_NO1_T2,ROOF_XMBR_NO2_W1,ROOF_XMBR_NO2_W2,ROOF_XMBR_NO2_T1,ROOF_XMBR_NO2_T2,ROOF_XMBR_NO3_W1,ROOF_XMBR_NO3_W2,ROOF_XMBR_NO3_T1,ROOF_XMBR_NO3_T2,BPOST_01_W1,BPOST_01_W2,BPOST_01_T1,BPOST_01_T2,BPOST_02_W1,BPOST_02_W2,BPOST_02_T1,BPOST_02_T2,BPOST_03_W1,BPOST_03_W2,BPOST_03_T1,BPOST_03_T2,BPOST_04_W1,BPOST_04_W2,BPOST_04_T1,BPOST_04_T2,R_SUPT_W1,R_SUPT_W2,R_SUPT_T1,R_SUPT_T2,FR_SMBR_W1,FR_SMBR_W2,FR_SMBR_T1,FR_SMBR_T2,SEAT_SMBR_NO1_W1,SEAT_SMBR_NO1_W2,SEAT_SMBR_NO1_T1,SEAT_SMBR_NO1_T2,SEAT_SMBR_NO2_W1,SEAT_SMBR_NO2_W2,SEAT_SMBR_NO2_T1,SEAT_SMBR_NO2_T2,SSILL_W1,SSILL_W2,SSILL_T1,SSILL_T2,RR_SMBR_FR_W1,RR_SMBR_FR_W2,RR_SMBR_FR_T1,RR_SMBR_FR_T2,RR_SMBR_RR_W1,RR_SMBR_RR_W2,RR_SMBR_RR_T1,RR_SMBR_RR_T2,RR_FLR_SMBR_W1,RR_FLR_SMBR_W2,RR_FLR_SMBR_T1,RR_FLR_SMBR_T2,CTR_SMBR_FR_W1,CTR_SMBR_FR_W1.1,CTR_SMBR_FR_T1,CTR_SMBR_FR_T2,CTR_SMBR_RR_W1,CTR_SMBR_RR_W2,CTR_SMBR_RR_T1,CTR_SMBR_RR_T2,STEP1_FREQ_1ST
67.71168,32.5696,0.823424,4.2770141,71.050391,40.832642,1.1310755,0.7415442,60.124574,45.941948,1.4044799,2.1730982,38.672173,101.60738,2.3402802,1.2828146,65.264538,33.549948,1.022086,3.8289955,36.409637,35.239314,1.4210096,1.9130976,75.848633,50.445784,2.0829794,3.4314421,60.10201,50.7844,1.8953723,2.0898341,107.49399,41.255664,2.0717159,0.5010718,99.942144,42.391815,2.0498886,1.9843831,158.70776,53.584294,1.5086878,0.9359634,65.908563,65.957443,1.2632936,1.5871072,70.963621,119.11172,4.4135859,1.8803758,109.87439,43.934955,1.8237504,0.5477388,131.47296,46.464917,1.6047966,1.0487337,94.802537,96.479365,1.9775511,1.0516475,139.16702,67.540133,1.4434256,5.4575805,67.717433,72.029822,2.2770611,2.8023849,116.78468,50.53,1.2934231,0.7832647,53.385851,50.030161,0.6827648,1.9408304,69.661954,37.458813,1.0897959,1.6858169,55.09661
43.08768,39.2896,0.900224,3.3273099,105.21824,29.05031,1.2264242,1.032057,84.245785,46.652474,1.1437521,1.5632509,28.332225,109.77609,2.2069801,1.6252547,79.559925,25.448705,1.126452,4.509129,47.207841,56.098632,1.0476294,1.6327843,64.262881,36.794397,2.1919254,3.2408237,73.239072,39.816952,1.754155,1.5550264,111.30362,67.52492,1.4470991,0.5532921,158.24797,66.212548,1.2524641,1.895008,117.00137,44.015314,1.3420736,0.8927175,56.53268,64.939212,0.8240224,2.1419075,42.55223,84.069788,2.9754885,1.400779,128.77413,42.796493,1.5759882,0.5825656,112.4154,28.114842,1.2737328,1.4176612,108.69797,62.627596,1.6939321,1.2932186,129.00607,57.163326,2.1240193,6.38022,71.84515,42.466546,2.5417196,3.3907827,92.16872,63.651075,1.0129803,0.919919,87.220907,59.372015,0.6822845,1.1946777,78.912126,42.458597,1.1129012,1.1736197,55.04553
49.56768,48.8896,0.804224,2.5353669,91.07467,26.473935,1.4088451,1.1602469,75.800723,37.034404,0.8234193,1.7565686,41.458908,83.670281,2.3504131,1.4565617,79.09129,32.277007,1.4679696,2.8180324,42.972166,49.444927,1.4546756,2.1035418,52.893533,52.73385,1.9949574,3.771163,55.734877,66.878224,1.4075906,1.4279043,123.09055,56.512097,1.5574856,0.5645538,98.038398,37.468952,1.9119059,1.9869939,213.90959,44.714374,2.4669753,1.0513738,53.155617,93.135545,0.7356394,1.4701236,60.938904,131.35985,3.3598042,1.3864818,150.99967,49.804741,1.4713227,0.5932563,112.74468,37.850353,1.5496388,1.3484306,122.62764,82.681512,2.1580044,1.151863,111.49777,74.685627,1.6080954,4.0631686,71.801365,54.312791,3.716328,3.3572894,82.03787,48.979708,1.370317,0.8522863,58.866707,52.862452,0.9524302,1.4659124,60.622087,62.926895,0.7989632,1.2333756,55.02268
56.04768,34.4896,0.708224,3.7237092,104.66996,43.565287,1.5389516,0.9426692,84.666758,47.790968,0.9409455,1.876244,43.443663,85.535116,2.7230237,1.3790427,90.574289,28.785013,1.2841116,5.1511043,36.124857,54.804498,1.4202784,1.8255478,57.734798,57.318631,2.1702605,3.2240858,52.629881,43.192308,1.6045386,2.0080873,102.56147,60.596371,1.2745673,0.5112864,162.71141,58.187808,2.0209748,1.9649073,177.19698,45.239083,1.5746607,0.8984167,50.739156,72.189618,0.8331998,2.3869658,67.881223,132.25688,2.7894491,1.7255764,104.17302,40.254879,1.9041559,0.649115,108.78124,42.889626,1.387134,0.9512905,126.88671,65.783905,1.9986519,1.3738075,113.70531,70.455949,2.2603129,6.2027647,67.754294,44.242072,3.3742899,3.8684841,101.2102,71.174187,1.0400867,0.5848995,62.281719,47.804018,0.9131202,1.8681662,73.673742,62.369931,1.1532987,1.3738975,54.8423
62.52768,44.0896,0.612224,2.931481,62.815881,26.795986,1.6814774,0.9232682,66.778804,40.943545,1.3698007,2.0354139,41.638434,92.063517,3.2062914,1.2316676,65.074713,26.48936,1.3166341,2.8852754,34.64429,35.875284,1.4823906,2.1761225,70.820506,36.413148,1.586306,3.4714416,80.392146,40.820456,1.3299425,2.0235885,129.44415,45.023124,2.0954936,0.847803,124.18653,53.759311,1.4264018,1.4376026,134.11713,54.548482,2.2143754,0.8141064,62.801478,71.845088,0.8388244,2.1994663,63.193552,103.30348,3.3825455,1.1412204,158.42291,51.562319,1.8332284,0.53287,127.85367,51.334495,1.6004933,1.1961723,147.58775,76.247378,1.4866282,1.0556523,97.730312,75.970077,1.4463907,5.0291476,79.081794,47.687085,2.8699789,3.1695142,109.61034,73.312081,1.5135128,0.7927174,75.149042,45.581291,0.6399344,1.4203132,71.987811,39.265711,1.0369969,1.6048589,55.97112
69.00768,29.6896,0.996224,4.1192529,70.161805,31.626685,1.0440032,0.9038671,92.690848,34.070543,0.8040848,1.3699332,36.205542,77.681894,2.0635472,1.0139476,80.02856,34.820402,1.5649343,3.8002256,28.643515,35.152338,1.3605831,2.3620269,75.632229,49.654945,1.3688934,2.7104843,90.743268,46.355679,1.2007193,1.6821485,99.516686,47.337743,1.3367126,0.5420303,142.85755,64.356144,1.5530222,1.8030222,119.69314,43.316254,1.357172,0.7340611,59.909743,80.542878,0.9124055,1.6736914,60.165555,108.77973,2.5911728,1.4150762,106.54859,35.788244,1.6806536,0.5718749,112.08612,42.379331,1.9578268,0.8268918,94.768305,90.57368,2.3698599,1.4345741,79.91436,84.041026,1.5599432,5.6372713,71.888935,64.220301,3.2271112,3.4242761,102.29957,78.322442,1.4956435,0.9875516,69.975107,36.481578,0.9521388,1.823443,59.402164,51.990298,0.8268392,1.1138639,55.88725
38.16288,35.8336,1.011584,3.1368878,76.359969,32.651068,1.0636741,0.8085981,56.860862,43.163303,1.0434311,1.3802098,43.435212,76.101002,2.9311545,0.9137084,74.729197,26.040621,1.3348508,4.4284147,35.12343,35.930484,1.1899901,1.4899157,70.051458,47.99476,1.4568986,3.6439334,57.947823,57.123531,1.5930199,2.2510795,114.55602,61.282449,1.6529056,0.7315293,127.11883,62.730026,1.7905241,1.7398898,165.9622,61.950193,1.8573296,0.8216253,56.045769,92.150665,1.227111,2.4606134,58.613024,143.97949,4.0538679,1.4086765,142.17631,33.146162,1.4366061,0.6040786,155.71239,31.586322,1.5110748,1.4011144,94.697368,98.599231,1.9598166,1.1601119,125.62094,75.798731,1.790601,5.456664,101.06287,59.958833,2.8873453,3.467903,124.94015,45.193631,1.7388243,0.6267883,67.594517,62.685162,0.9961082,1.9302922,55.004633,38.607496,0.7522713,1.2651396,54.78076
44.64288,45.4336,0.915584,2.3451409,99.712061,34.749582,1.0944616,1.0614303,87.128432,30.867869,1.1492239,2.1561492,32.42271,85.81325,2.7993806,1.3397313,50.516656,29.672331,1.1210329,2.9617513,36.930137,43.156236,1.4067731,2.0352151,80.148711,36.45747,1.9833199,3.6788105,51.13116,41.010503,1.9263684,2.0148038,82.948216,43.533336,2.3117721,0.8431919,94.709163,45.56282,1.3397611,1.2415907,131.76436,41.507069,1.6221789,0.80438,43.778205,57.264589,1.1929852,2.1994758,68.549891,100.80716,3.2963558,1.6471217,151.75985,45.495418,1.992602,0.5517394,96.090239,31.927059,1.1946605,0.833423,103.34975,57.97424,2.4591909,1.1089083,106.01267,86.136852,1.6431771,4.3718107,75.116451,44.577824,3.0740308,2.1351428,105.71447,73.94715,1.5160952,0.654735,75.920592,49.239271,0.8137161,1.775601,57.567182,53.605412,0.9104962,1.4309648,55.23884
51.12288,31.0336,0.819584,3.5329128,57.872158,42.323904,1.6797333,1.0334312,53.166147,37.567897,1.2745355,2.2072863,25.553135,97.417212,1.8689064,1.5224052,50.899169,31.053003,0.9480148,3.68856,27.570322,43.369487,1.0530729,2.2958721,70.252368,58.56827,1.3707251,2.6384569,84.414737,58.462837,1.947648,1.7904636,92.937797,42.814339,2.1736997,0.7364563,110.22714,48.242203,1.6590299,2.0351337,208.35955,54.156032,1.5657241,1.1610374,60.980804,52.474061,0.8884434,1.9529579,50.907194,110.66889,2.515756,1.2899215,117.24998,28.712271,1.533315,0.5037557,151.24394,41.845609,1.2117837,1.123326,124.2291,83.372819,1.3790982,1.2932688,138.77356,61.264738,2.1048843,5.3992041,91.706212,67.241566,3.7499864,3.4532497,132.6579,69.487408,1.7376592,0.777199,58.039555,57.999728,0.844297,1.6552074,68.265241,49.437377,1.1399235,1.5837828,56.47131
57.60288,40.6336,0.723584,2.741255,71.453272,35.071633,1.3670939,0.8244515,78.106512,34.764219,0.8683197,1.4826692,30.788404,83.751474,2.092253,1.4696647,77.726791,29.198032,1.0775862,4.6193838,37.742157,38.689727,1.3425283,2.0254606,52.538691,37.210408,1.2479395,3.7749326,67.082859,52.506274,1.9219253,2.1657575,114.86185,59.283133,2.253937,0.8229381,152.86427,54.62924,1.3799887,2.0174762,199.49866,44.282091,1.9551209,0.638215,65.393591,66.77211,1.2744476,1.4148484,63.717505,104.88945,3.4297664,1.3082797,119.20883,32.851482,1.9868864,0.8761434,113.30894,39.632469,2.0418106,0.7861733,96.228873,70.566492,2.2768229,1.0933397,91.061724,76.206731,1.2937291,6.055371,105.42535,60.521705,3.143687,3.0175775,94.535863,68.340852,1.0475698,0.8458632,97.554448,60.15929,0.9896658,1.6380053,62.170424,62.562728,0.7774592,1.3541458,56.02433
64.08288,50.2336,0.627584,3.9290269,78.799196,39.902332,1.5096198,0.8050504,60.218557,27.904007,1.1298894,1.7695138,27.169343,79.824863,2.5125148,1.6771172,51.453926,32.215727,1.2179975,3.9439444,45.401486,56.463647,1.3126806,2.2937002,61.487407,62.178565,1.3572559,2.6181318,86.139552,54.087958,1.7194972,2.269048,120.57436,65.558982,2.0909991,0.8206684,139.52831,41.850012,1.9408774,2.077619,137.14791,40.108949,1.6523756,1.0270674,50.53233,88.471922,0.7697513,2.4030436,67.776542,150.22704,2.5277243,1.6757161,107.30878,31.478921,2.2019329,0.5303581,95.431685,36.456036,1.6028484,0.9718843,150.49042,65.866408,1.5310465,1.3916195,141.02925,95.49225,1.5950249,5.9459134,75.204021,54.485334,2.584814,2.2021295,125.97617,65.489884,1.6414217,0.7900003,87.028992,62.258397,0.8134247,1.2331315,56.347259,42.668816,0.9383721,1.3114532,55.27326
65.37888,47.3536,0.800384,3.7712657,77.91061,30.696375,1.4225475,0.9673734,92.784831,38.232602,1.1894943,2.0463488,24.702712,114.09937,2.2357818,1.4082503,66.217948,33.486181,0.9808458,3.9151746,37.635364,56.37667,1.2522541,1.5426294,61.271003,61.387726,1.6631699,3.697174,74.78081,49.659238,1.9248441,1.8613624,112.59705,40.441062,1.3559957,0.8616269,106.84372,63.814341,1.4440111,1.8962581,197.73329,62.240909,1.5008598,0.8251651,44.53351,59.257357,1.0188633,1.3496277,56.978477,139.89505,2.8053112,1.2104165,103.98297,47.33221,2.058836,0.5544942,149.84485,32.37045,1.9558786,1.4100424,150.45618,59.960723,1.9233553,0.9945461,81.776591,67.593143,1.7115425,6.1256042,79.375523,46.675814,3.5348642,2.8240207,111.49106,55.482326,1.0036422,0.9942873,58.018247,48.709814,1.0827988,1.1157441,46.087468,57.200302,1.2754155,1.5195001,55.36633
40.75488,30.0736,0.877184,2.8202782,85.756363,31.253869,1.6868388,1.1008953,72.530456,41.726845,1.3338565,1.7737115,30.799134,89.184449,2.6193967,0.9892225,73.893191,22.031292,1.6705633,4.044945,44.513448,51.61666,1.0045271,2.3486685,70.818288,37.750683,2.128686,2.5128871,61.870658,65.682532,1.1149639,1.9354617,116.2608,53.604141,1.8310703,0.6993288,92.788348,40.080883,2.0101402,2.1089724,142.75226,53.444133,1.5213719,0.9456601,51.518711,57.492564,0.9721398,1.4663664,73.349825,93.675611,3.7578648,1.8085839,137.9668,35.134673,2.0790862,0.6102458,106.11337,34.234174,1.984093,0.7853249,105.4219,91.918903,2.1068455,1.4156303,130.8832,84.331464,2.0108412,6.290995,75.151919,67.273263,3.3581583,3.234694,138.58672,81.596857,1.2102322,0.9955599,66.43231,45.277679,0.7540606,1.6943573,74.6512,38.581253,1.0112353,1.5003506,55.68454
47.23488,39.6736,0.781184,4.0084779,85.492853,45.965964,1.5407366,0.7957123,70.68941,40.356485,0.9560434,2.003927,44.506474,68.479053,1.8532301,1.5265792,60.82778,33.170811,1.402304,4.5668405,46.177908,57.892785,0.9783443,2.123002,78.188158,42.190609,1.7802856,2.6883343,90.657234,64.634717,1.1156813,2.1360433,74.956321,42.031531,1.6045098,0.5215497,154.87055,63.802535,1.5723558,1.2071553,148.69452,46.729092,2.0845632,1.0572391,63.629987,77.956646,1.0031529,1.3532308,65.975727,132.02864,4.017714,1.0527107,140.15724,40.235732,1.6780656,0.8227688,136.40922,31.79325,1.9384822,1.0778644,133.3258,63.526756,2.1299356,1.0017173,123.15861,76.219587,1.4591685,3.6884108,91.903878,55.130261,3.7013402,2.6244827,119.44638,51.314014,1.4023028,0.6991439,55.502681,54.935475,0.8899185,1.2664407,81.664598,40.035926,0.9874157,1.0879683,55.38854
53.71488,49.2736,0.685184,3.2168201,99.059794,35.982515,0.9830526,1.0714932,71.68724,27.980559,1.3738083,2.1037178,32.3789,78.394051,3.2198341,0.9817408,86.163376,27.619054,1.3626292,3.9763651,32.016533,59.369501,1.1325274,2.2503888,88.662988,39.655407,2.1559479,3.7130217,61.755499,72.493499,1.639412,1.5788702,106.16813,54.938755,2.1401586,0.8563378,97.848361,45.530631,1.6076835,2.1506251,118.69077,39.800695,2.4268454,0.7896298,73.553399,75.619261,1.1614109,1.577425,65.428139,153.17136,4.1642239,1.6258123,121.53575,30.008199,1.5159271,0.7350841,96.81417,45.781145,1.5613979,1.3469249,152.49255,70.321215,2.3432998,0.9344622,87.457979,76.166682,2.3165201,3.8207948,89.257786,67.481647,2.1959117,3.7752804,131.93559,55.108776,1.1085132,0.9428081,71.826786,56.55148,1.0156524,1.1428388,75.702659,40.022471,0.9982321,0.958046,55.14092
60.19488,34.8736,0.589184,2.4257327,69.6761,38.25972,1.1929494,1.1490974,55.63906,33.22141,0.9879099,2.3100793,44.372578,99.127401,1.8082461,0.9646939,88.148736,32.037209,1.1274549,4.2298785,29.901212,55.05169,0.9842022,1.8765855,54.946449,38.506638,1.2550761,2.9095974,77.129025,50.613289,1.3262024,2.0694225,85.655474,52.033472,1.900322,0.7743787,104.09209,40.51914,1.9054295,1.9227057,143.88464,64.473389,1.8194689,0.7899738,50.914338,79.242004,1.1664387,1.7282904,73.379436,139.64196,3.7299372,1.1970389,140.90807,33.498243,1.5306763,0.8422906,152.06576,46.205051,1.891563,1.2009087,126.37674,65.186703,1.514189,1.2597653,109.55958,77.915147,2.1471485,3.744119,91.881225,51.92501,2.3362409,3.2511885,79.294088,65.38299,1.3661679,0.8976182,94.177532,61.338383,0.8558195,1.432893,62.892829,36.246888,1.1174005,1.5285703,55.87142
66.67488,44.4736,0.973184,3.6135045,77.022023,43.090419,1.3354752,1.1296963,81.551105,26.361197,1.2490993,2.3231839,43.236081,90.173884,1.9590488,1.1393833,80.981969,34.756636,1.5236941,3.8864047,29.869242,56.289694,1.1918276,1.9915587,61.0546,60.596887,1.9690839,2.9762161,63.422068,45.230518,1.2301911,1.4536768,104.61975,46.523141,1.7009924,0.9025854,149.75912,55.17867,1.9071447,1.7148972,158.71867,51.972869,1.349344,1.1632628,72.734689,73.842792,1.2679753,1.4362119,46.180411,129.56306,3.0828982,1.6451168,100.65717,39.185499,1.9157392,0.5786302,130.45801,28.284864,1.3489087,1.1882005,150.42195,102.05504,2.3156641,1.3774728,89.123928,84.094036,1.8280601,6.3052949,83.547025,72.466293,2.6249144,3.4459119,97.005942,45.474769,1.2058626,0.7185742,74.607503,35.16123,0.8121728,1.8983566,73.627678,41.731788,1.0124588,0.9475471,54.85976
42.05088,51.1936,0.569984,2.6620892,92.470124,43.200927,1.3758722,0.9813806,77.078551,41.753884,1.1202633,2.2347291,30.197017,72.918088,2.4747088,1.2440573,52.157167,32.053556,1.0943861,2.9808304,47.870731,40.432962,1.3937585,2.3986767,56.919877,48.16966,1.5386254,3.5918702,68.004287,67.439101,1.4805679,1.5208695,119.8241,60.132239,1.5457296,0.6803049,159.43036,46.185556,1.5167935,2.1819536,180.41336,68.510695,1.4225783,0.7799075,59.087025,75.03027,0.968761,2.3543468,59.679699,95.192648,3.7203267,1.6949245,94.31028,34.196993,1.704637,0.7458781,125.27854,51.364629,1.9324279,0.9210721,138.70311,63.470201,2.1650215,1.5793994,108.58256,74.302138,1.9153271,6.4518581,104.12574,45.708423,2.7900749,2.190491,121.28574,57.846132,1.7823205,0.8905719,82.507714,44.994196,0.9680581,1.5157804,64.81146,46.149637,0.9018501,1.0747274,55.62938
48.53088,36.7936,0.953984,3.8501463,78.354903,46.099354,1.4660836,1.1562119,76.476459,27.441425,1.2377153,1.2746485,32.663601,94.517486,2.3065089,1.5283227,51.611282,26.991722,1.2262982,4.8916538,37.638405,39.095031,0.8730662,1.798252,65.222563,52.557857,1.2245242,2.784557,64.402103,54.587227,1.2234451,2.1039393,72.929573,61.382027,1.4376969,0.5800251,141.74672,49.026198,1.6325498,2.1336704,135.86736,46.102935,2.1511196,1.0780579,68.163141,76.345052,1.1052875,1.9026138,52.984922,121.32729,3.6677648,1.2900878,140.16138,38.546119,1.7710807,0.863288,132.78571,36.212919,1.3327,0.8674732,115.99113,92.287362,1.6666032,1.5723025,113.32054,78.407456,1.4277086,5.4667599,86.989066,41.561352,3.5526005,2.294868,121.19573,68.331961,1.7311713,1.0371898,89.990446,56.719729,0.9334066,1.4946793,54.889513,62.588159,0.8292183,1.556377,55.5181
55.01088,46.3936,0.857984,3.0579181,85.700826,29.330053,1.6086094,1.1368108,58.613739,26.208092,1.4212615,1.654776,32.816967,93.035507,2.04441,0.9701362,53.563072,27.768649,1.629833,3.2541202,37.777754,32.794079,0.8926196,2.1864044,49.627921,57.951302,2.1295293,3.8008521,78.516875,53.455284,1.620261,1.9022358,84.463312,61.970708,2.29457,0.6465196,113.25909,40.616345,1.4584679,1.905996,188.48868,66.413515,1.4678733,0.8439385,69.218213,78.04127,1.2339102,2.0896984,76.519675,97.322471,2.5673796,1.7378161,106.83366,37.172248,2.0186333,0.7138061,124.29071,46.158095,2.0647099,1.128764,96.914096,99.308453,1.9128049,1.2234661,94.507445,66.135235,1.3030989,4.2230121,104.25709,43.769688,2.9862498,2.2909711,86.878295,64.060233,1.5503104,0.6134699,76.370314,35.122885,0.697621,1.6020762,81.881574,44.744743,1.243664,1.6754599,55.79034
61.49088,31.9936,0.761984,4.2468307,105.51713,31.607257,1.0385062,0.6744151,86.365559,31.448942,1.0349829,1.5873974,26.293209,108.74195,1.8633629,0.9203263,74.654532,31.89787,1.0681877,3.5558775,29.940437,44.498398,1.0120103,2.3134461,55.233058,44.478675,1.6922636,3.0280552,86.2901,47.128541,1.5278996,1.4741135,90.552878,57.287964,2.1702795,0.5850317,152.96681,58.879672,1.4343731,1.2097661,203.89636,37.859172,1.9028508,0.6326495,50.877041,61.334748,1.0754987,2.3762472,55.951011,144.27677,2.9639323,1.4588167,102.08252,46.105518,2.4656378,0.8682862,117.68094,47.178686,1.8833244,1.3775613,161.15091,97.728903,2.3103889,1.1019328,95.489355,83.365082,1.6238383,5.3539989,95.98781,71.01323,3.2806071,3.1793871,84.699562,49.763722,1.4791967,0.7681655,60.983536,57.767766,1.1595839,1.6915227,72.624731,35.504008,1.2965831,1.415527,55.17402
67.97088,41.5936,0.665984,3.4534618,100.39267,38.99145,1.1136611,1.0980087,66.637829,34.687667,1.2844008,2.2284652,25.578847,85.182286,2.8849336,1.3850412,85.017342,33.804039,1.1306556,4.3032415,30.296413,40.741919,1.5529243,1.5228835,67.525352,50.287616,1.3281622,3.2872506,74.630262,56.618656,1.2164417,1.5762969,81.418528,48.71208,1.2767153,0.6772635,93.405225,46.784681,1.9505153,1.7441109,130.98483,64.490686,2.3903846,0.6795829,44.188799,86.39453,0.7131159,1.376424,68.804008,145.84532,4.4691032,1.4273159,109.20923,32.705613,1.7951311,0.6365661,127.59559,45.647799,1.6754026,1.0043654,139.79569,76.098228,2.2840129,1.2842328,127.31649,79.720311,1.6827292,3.6575187,58.591734,63.747917,2.8390711,3.6467631,87.967661,71.208488,1.1658672,1.0161221,84.063703,53.200444,0.7366396,1.5573529,67.609996,64.36511,0.9172045,1.4154263,55.08852
43.34688,48.3136,0.742784,2.5037577,85.36052,27.209118,1.2090097,0.8485216,90.75904,35.398193,1.023673,1.618618,36.238899,93.35099,2.7516335,0.9474813,57.312729,25.702795,1.2350216,4.983375,41.094616,34.001237,1.1795441,2.4425702,55.9396,36.63623,1.4371082,3.0966321,87.767324,45.651208,1.0752244,2.1214892,85.228155,43.781336,1.7320984,0.7294838,151.71105,40.005414,1.1530908,1.6547359,188.87844,54.921706,2.2237705,0.636337,69.012916,85.376299,0.8738448,1.9312243,76.392617,110.80339,3.0310059,1.847719,128.10897,31.56715,1.5473688,0.6713928,108.53803,51.297725,1.3443388,1.3732928,153.69113,90.246459,2.0003939,1.5258039,117.15553,69.343505,1.2833228,4.5801581,62.719451,67.784642,3.1037296,2.435161,128.1517,46.529564,1.7254244,0.6727764,72.298758,62.542298,0.7361593,1.7112002,76.860167,39.364894,0.9403099,1.6832291,55.17877
49.82688,33.9136,0.646784,3.6918147,71.231126,27.370144,0.9551012,0.6615972,66.937039,47.487628,0.82394,1.7991958,29.69827,91.784323,2.644058,1.4563924,84.833705,20.612714,1.3419295,3.2589249,29.318442,57.988985,1.0008421,2.2454994,67.386791,34.027931,1.639427,3.2173796,81.772911,43.601622,1.4267426,2.2051692,81.40474,48.409981,2.008752,0.6844166,101.12575,61.757904,1.4184769,1.5233843,206.14284,51.161603,1.782078,0.9390598,67.560266,88.446468,1.1641549,2.0234346,59.516977,135.26348,3.1538511,1.9235267,132.40846,34.843041,1.7862844,0.5907593,127.1139,41.808149,1.4250737,1.180568,89.547717,99.663397,1.4599317,1.2344285,102.85633,66.496903,1.2695122,5.8628861,80.77622,65.70724,2.4662518,3.2165124,88.972009,65.125054,0.9950771,0.7698327,98.108726,40.363082,0.7524886,1.8659503,80.521321,61.701125,1.2985933,1.1253656,55.262
56.30688,43.5136,1.030784,2.9001569,84.81224,41.724096,1.5215371,0.7591338,91.180013,36.536687,0.8208665,1.931611,30.350336,69.110018,1.7676771,1.4812693,68.327094,29.039103,1.3926813,3.2253503,30.011632,32.707102,1.5521931,1.4353336,49.411517,57.160463,1.4154433,3.0798943,67.158132,49.026564,1.825608,1.4945502,76.486008,36.852787,1.5595667,0.6874781,156.17449,62.580674,1.9216016,1.7246351,149.47406,56.145475,2.4563576,0.6420362,63.219392,92.626705,0.8830222,2.1762826,65.72161,86.990478,2.8449665,1.2725165,103.50786,29.025537,1.8755365,0.7379422,104.90387,42.072509,1.45774,0.9069221,96.879864,93.402768,2.3051137,1.6063928,101.85478,82.636128,1.4196164,4.4027028,58.628595,69.560168,3.9362999,2.9128623,137.19318,54.052675,1.7525308,0.8177568,92.95957,50.974302,0.966995,1.4846887,71.621784,59.276228,0.9807074,1.1035069,55.22314
62.78688,29.1136,0.934784,4.0879288,92.158164,46.554795,1.664063,0.7397327,73.266823,46.249595,1.1604596,2.1251728,43.958849,120.93877,2.8702995,1.6743607,55.829574,34.297566,1.2699692,3.5120052,45.190942,46.955895,1.4729443,1.5836603,82.90359,44.103331,1.7490711,3.3499976,49.156748,53.321878,1.9249729,1.3703148,123.10749,54.205478,1.8448388,0.6517276,89.208261,46.558863,1.6277308,1.7904244,138.94889,66.312067,1.7821151,0.7118001,71.334906,55.483747,0.8336052,2.4159236,70.471189,87.518148,3.7470754,1.4142879,139.21115,49.932773,1.4044816,0.810184,116.70376,31.617037,1.2964229,1.1812327,158.8385,63.171451,2.43012,1.2359958,86.87692,64.093425,1.9238565,5.0809572,95.295209,53.73006,2.495472,2.4725512,107.79998,65.472658,1.5489485,0.6841289,68.673091,61.248705,0.7017992,1.3325686,68.158144,36.740012,0.8398021,1.5043904,55.65038
69.26688,38.7136,0.838784,3.2957006,99.504087,29.785494,1.0265888,0.7203317,55.404103,45.016262,1.3440058,1.4253003,44.112216,119.4568,2.6082006,1.1161742,57.781364,35.074493,1.6735039,4.2744716,45.330291,40.654943,1.4924978,1.9718127,67.308948,49.496777,1.6340762,2.5662927,63.27152,52.189935,1.4217887,2.2486113,73.441225,54.794159,1.6217119,0.718222,136.32063,38.14901,1.453649,1.56275,191.57021,54.222646,2.2388688,1.0176807,72.389979,57.179965,0.9622279,1.4630082,58.005942,135.51333,2.6466902,1.8620163,105.88343,48.558902,1.6520342,0.6607021,108.20875,41.562213,2.0284328,0.7825235,139.76146,70.192543,1.5363217,1.6671595,134.66383,51.821204,1.7992467,3.8372094,62.763236,55.938397,3.7891213,2.4686543,138.28255,61.200931,1.3680876,0.740409,55.052958,39.651861,1.0060136,1.4399655,57.350206,48.896596,1.2542478,1.6234733,55.6688
